mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
input-0019,input-0019,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,278,295,NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧） > testShots カラム一覧（バッチ処理）,18,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,バッチ処理向けtestShotsの全12カラム（no/description/expectedStatusCode/diConfig/requestPath/userId/setUpTable/setUpFile/expectedTable/expectedFile/expectedLog/args[n]）の一覧表。出典の06_TestFWGuide/RequestUnitTest_batch.rstおよび05_UnitTestGuide/02_RequestUnitTest/batch.rstはbatch-01〜09いずれの現行解説書処理でも未着手（今後のバッチで処理予定）のため重複なし。testShotsはウェブアプリケーション版（batch-01のcurrent-0081）と同じくテストデータの記法であり同一のテストデータの書き方ページへMOVE。
input-0020,input-0020,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,297,311,NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧） > testShots カラム一覧（メッセージング受信）,15,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,メッセージング受信処理向けtestShotsの9カラム（no/description/expectedStatusCode/diConfig/requestPath/userId/setUpTable/expectedTable/expectedLog）の一覧表。出典のRequestUnitTest_real.rst/real.rstは未処理のため重複なし。バッチ処理版（input-0019）と同型の記法のため同じくテストデータの書き方ページへMOVE。
input-0021,input-0021,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,313,324,NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧） > ログ検証（expectedLog）,12,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,LIST_MAP=expectedLogMessagesとして定義するログ検証用データの2カラム（logLevel・message1／message2など複数設定可能な文言カラム）の記法。出典のRequestUnitTest_batch.rstは未処理で重複なし。expectedLogカラム自体はinput-0019/0020のtestShots表にも登場する関連記法のため同じくテストデータの書き方ページへMOVE。
input-0022,input-0022,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,328,340,NTF 解説書（v6）用語リファレンス > メッセージング > 基本用語,13,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,電文・要求電文・応答電文・電文種別・フレームワーク制御ヘッダ・メッセージボディという一般的なメッセージング処理の用語と、setUpMessages/expectedMessages（メッセージング受信テストの固定ID）・no（電文内の連番フィールド）というNTF固有用語を混在させた定義表。batch-08で扱ったntf-testdata-doc.mdのメッセージングテストデータ記法（7.1〜7.10）はこれらの用語を前提として使うのみで定義自体は与えておらず重複しない。後続のメッセージデータ構造説明を読むための前提語彙のためテストデータの書き方ページへMERGE。
input-0023,input-0023,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,342,363,NTF 解説書（v6）用語リファレンス > メッセージング > メッセージデータ構造（受信: setUpMessages / expectedMessages）,22,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,MESSAGE=setUpMessagesまたはMESSAGE=expectedMessagesの記法仕様。ディレクティブ行（text-encoding・record-separator・requestId・file-type）とメッセージボディの行構造（フィールド名称行・データ型行・フィールド長行・実データ行）を説明。batch-06のinput-0016（ファイルデータ向けディレクティブ表）とは対象データ型が異なり重複しない新規のメッセージ向け記法情報のためMERGE。末尾のFwHeaderDefinition/fwHeaderDefinitionコンポーネント登録に関する記述はコンポーネント設定寄りの話題だが記法説明が主眼の節内の付随言及のため分割せずまとめてテストデータの書き方ページへ含める（要確認・分割候補）。
input-0024,input-0024,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,365,382,NTF 解説書（v6）用語リファレンス > メッセージング > メッセージデータタイプ（同期応答メッセージ送信）,18,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,同期応答メッセージ送信テストのデータタイプ4種（EXPECTED_REQUEST_HEADER_MESSAGES/EXPECTED_REQUEST_BODY_MESSAGES/RESPONSE_HEADER_MESSAGES/RESPONSE_BODY_MESSAGES）の用途表と、グループID付き書式例・電文データの行構造・ディレクティブ記載不要項目（file-type・record-length）を説明。出典のRequestUnitTest_send_sync.rstは未処理で重複なし。データタイプ一覧はDB系（batch-06のinput-0012）と同種の記法情報のため同じくテストデータの書き方ページへMOVE。
input-0025,input-0025,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,384,391,NTF 解説書（v6）用語リファレンス > メッセージング > 障害系テスト用特殊値,8,user,,,,DROP,応答電文の最初のフィールドに設定するerrorMode:timeout（MessageSendSyncTimeoutException）・errorMode:msgException（MessagingException）という障害シミュレーション用特殊値の説明。batch-08のinput-0141「7.4 no行（フィールド名称行）とerrorMode」がerrorMode:timeout/msgExceptionの挙動（response系・MockMessaging経路限定でRequestTestingSendSyncSupport経路では使用されない旨を含む）をより詳しく説明済みで完全に重複するためDROP。
input-0026,input-0026,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,393,397,NTF 解説書（v6）用語リファレンス > メッセージング > 制約事項（同期応答メッセージ送信）,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,フィールド名称の重複禁止・複数レコード電文でのヘッダと本文の交互記載・expectedMessageまたはresponseMessageが空欄で送信された場合にテスト失敗となる旨の3制約。batch-08のinput-0140「7.3 HEADER/BODY MESSAGESの構造と件数制約」はエントリ数一致制約と文字列長一致制約を扱っており本節の3制約とは対象が異なり重複しないためMERGE。
input-0027,input-0027,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,399,411,NTF 解説書（v6）用語リファレンス > メッセージング > HTTP 同期応答メッセージ送信の用語読み替え,13,user,第3部 テストの実装方法,リクエスト単体テスト（HTTPメッセージング）,使用方法,MERGE,「同期応答メッセージ送信」との差分のみを示す節で、MockMessagingContext→MockMessagingClient・RequestTestingMessagingProvider→RequestTestingMessagingClientという用語読み替え表。出典のRequestUnitTest_http_send_sync.rstは未処理で重複なし。読み替え元クラス（input-0034参照）はMOMによるメッセージング処理方式のクラスであり、読み替え表自体はHTTPメッセージング処理方式固有の情報のためリクエスト単体テスト（HTTPメッセージング）ページの使用方法へMERGE。
input-0028,input-0028,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,415,426,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > テスト種別の正式名称,12,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,テストの種類,MERGE,クラス単体テスト・リクエスト単体テスト（ウェブアプリケーション/RESTfulウェブサービス/バッチ処理/メッセージ受信処理/同期応答メッセージ送信処理/HTTP同期応答メッセージ送信処理の6区分）・取引単体テストという正式名称と一行説明の一覧表。design.md第1部「テストの種類」が定めるクラス単体テスト/リクエスト単体テスト/取引単体テストの対比表を補う名称確定情報であり、既存解説書には未収載の新規情報のため第1部テスティングフレームワークとはページのテストの種類セクションへMERGE。
input-0029,input-0029,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,428,442,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > DB アクセステスト,15,user,,,,DROP,参照系テスト（SELECT/setUpDb/assertSqlResultSetEquals）と更新系テスト（INSERT・UPDATE・DELETE/commitTransactions必須/assertTableEquals）の分類表、およびsetUpDb・assertSqlResultSetEquals・assertTableEquals・commitTransactionsの4メソッド一覧表。batch-09が06_TestFWGuide/02_DbAccessTest.rstを処理済みで、current-0182（DbAccessTestSupport等の主なクラスとリソース表）・current-0192（setUpDbメソッドに関する注意点）・current-0193（assertTableEqualsメソッドに関する注意点）・current-0194（assertSqlResultSetEqualsメソッドに関する注意点）が同じ4メソッドの挙動をより詳細に説明済みで完全に重複するためDROP。
input-0030,input-0030,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,444,472,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（ウェブアプリケーション）の主要クラス,29,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,使用方法,MERGE,DbAccessTestSupport・HttpServer・HttpRequestTestSupport・BasicHttpRequestTestTemplate・TestCaseInfoの主要クラス表、setUpDb/testShots/requestParamsのシート構成、HTMLダンプ出力先（tmp/html_dump）とファイル命名、htmlDumpDir等5項目のコンポーネント設定表を含む。シート構成はbatch-01のcurrent-0079〜0081・current-0085と、HTMLダンプ出力先はcurrent-0093とそれぞれ重複するが、主要クラス表とコンポーネント設定表は出典06_TestFWGuide/02_RequestUnitTest.rstが未処理のため新規情報であり、判断ルール5に従いセクション全体をリクエスト単体テスト（ウェブアプリケーション）ページの使用方法へMERGE。コンポーネント設定表は本来第2部の設定項目一覧に該当し得るが小節のため分割しない（要確認・分割候補）。
input-0031,input-0031,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,474,486,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（RESTful ウェブサービス）,13,user,,,,DROP,2026-07-28 batch-17でRequestUnitTest_rest.rstを処理した際に実際に読み比べて重複を確認したため、MOVEからDROPへ変更（batch-10時点の「出典未処理で重複なし」は暫定判断だった）。本行はRestTestSupport・SimpleRestTestSupport・RestMockHttpRequestの主要クラス表、get/post/put/patch/delete/newRequestによるリクエスト構築、assertStatusCode・readTextResourceによる結果検証と外部ライブラリ推奨、必須モジュール（nablarch-testing-rest等3件）という要約13行だが、出典のRequestUnitTest_rest.rstは同内容をそれぞれ実際のメソッドシグネチャ・引数・コード例・tip・ファイル配置表を伴うより詳細な形で持つ（主なクラス表: current-0309、モジュール一覧: current-0310、SimpleRestTestSupport: current-0313、RestTestSupport: current-0314、事前準備補助機能(リクエスト構築): current-0316、結果確認(assertStatusCode/readTextResource/外部ライブラリ推奨): current-0318）。判断ルール5に従い、より詳細な現行解説書側（current-0309/0310/0313/0314/0316/0318、いずれもbatch-17で使用方法または機能概要へMOVE済み）を残し、簡略な本行（input-0031）をDROPする。
input-0032,input-0032,input,.rn/20260724-ntf-yaml-support/input/ntf-doc-terms.md,488,499,NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（バッチ処理）,12,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,StandaloneTestSupportTemplate・BatchRequestTestSupport・TestShot・MainForRequestTestingの主要クラス表と、常駐バッチテスト時にRequestThreadLoopHandlerをOneShotLoopHandlerへ変更する設定変更点を説明。出典のRequestUnitTest_batch.rstは未処理で重複なし。バッチ処理方式固有の内容のためリクエスト単体テスト（Nablarchバッチアプリケーション）ページの使用方法へMOVE。
