mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
input-0150,input-0150,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,559,576,NTF テストデータ リファレンス > 8. 値の書き方 > 8.3 インタープリタ一覧,18,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,7種類のインタープリタ（NullInterpreter・QuotationTrimmer・DateTimeInterpreter・LineSeparatorInterpreter・BinaryFileInterpreter・BasicJapaneseCharacterInterpreter・CompositeInterpreter）の変換内容一覧表と、ダブルクォート文字やスペースそのものを値として記述する際のExcel/YAML双方のエスケープ記法を説明。batch-08のinput-0149（インタープリタチェーンの仕組みという前提知識）に続く具体的な一覧であり、現行解説書・既処理inputいずれにも無い新規情報のためMERGE。
input-0151,input-0151,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,578,580,NTF テストデータ リファレンス > 8. 値の書き方 > 8.4 DateTimeInterpreter の完全一致制約,3,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,DateTimeInterpreterは`${systemTime}`等の完全一致のみを変換し部分文字列は変換されないこと、文字列中の`${...}`を置換するにはCompositeInterpreterとの組み合わせが必要な旨を説明。input-0150の一覧表を補足する新規情報のためMERGE。
input-0152,input-0152,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,582,586,NTF テストデータ リファレンス > 8. 値の書き方 > 8.5 文字種生成の有効文字種,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,"`${文字種,文字数}`で使用できる14種類の文字種の一覧と、それ以外を指定した場合はエラーになる旨を説明。batch-03のcurrent-0174（セルへの特殊な記述方法）が11種類の文字種を列挙済みで概念は重複するが、中国語・サロゲートペア・改行の3種の追加とエラー時挙動の明示は現行解説書に無い新規情報のため、セクション全体をMERGE（分割はしない）。"
input-0153,input-0153,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,588,595,NTF テストデータ リファレンス > 8. 値の書き方 > 8.6 BinaryFileInterpreter のパス基準,8,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,`${binaryFile:パス}`のパス基準がテストデータファイルのディレクトリからの相対パスであり、Excel・YAML両方で同じ動作である旨をExcel/YAML対比表で説明。Excel側の相対パス基準はbatch-03のcurrent-0174に概念が既出だが、YAMLファイル基準の対比列は現行解説書に無い新規情報のため、セクション全体をMERGE。
input-0154,input-0154,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,597,607,NTF テストデータ リファレンス > 8. 値の書き方 > 8.7 日付型カラムの記述形式と境界値,11,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,日付の有効な記述形式（`yyyyMMddHHmmssSSS`・後置0埋め短縮形・JDBCタイムスタンプエスケープ形式）を説明。記述形式自体はbatch-03のcurrent-0173（日付の記述方法、記述例と評価結果の対応表付き）と重複するが、`java.sql.Timestamp`型カラムの期待値は末尾`.0`が必須でこれがないとアサートが失敗するという注意はcurrent-0173に無い新規情報のため、セクション全体をMERGE。
input-0155,input-0155,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,609,611,NTF テストデータ リファレンス > 8. 値の書き方 > 8.8 バイナリデータの記述,3,user,,,,DROP,「`0x`プレフィックス付き16進数で記述できる。`0x`がない場合は文字列としてエンコードされる」という1文のみ。batch-06のinput-0013（固定長ファイルの行構造、「バイナリデータは16進数形式（例:`0x4AD`）で記述。`0x`プレフィックスがない場合は文字列として解釈」としてテストデータの書き方/使用方法へMERGE済み）と全く同じ規則の再掲であり新規情報を含まないため、判断ルール5によりDROP。
input-0156,input-0156,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,613,615,NTF テストデータ リファレンス > 8. 値の書き方 > 8.9 X9/SX9 型フィールドの記述,3,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,X9/SX9型（バイナリ表現の数値）フィールドはパディング文字・符号を含めた実際のバイト列表現（固定長フォーマットの実値）をそのまま記述するという記法を説明。現行解説書・既処理inputいずれにも無い新規情報のためMERGE。
input-0157,input-0157,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,617,636,NTF テストデータ リファレンス > 8. 値の書き方 > 8.10 データ型マッピング,20,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,フィールドのデータ型を指定する日本語型名称（半角英字・全角漢字等）と型記号（X/N/XN/Z/SZ/P/SP/X9/SX9/B）の対応表、使用できない型名称を指定した場合のエラー、および`TEST_{型名称}`という名前のデータ型を定義すると同名の基底型より優先されるテスト専用型定義の仕組みを説明。現行解説書・既処理inputいずれにも無い新規情報のためMERGE。
input-0158,input-0158,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,640,645,NTF テストデータ リファレンス > 9. ディレクティブ > 9.1 ディレクティブの構成,6,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,ディレクティブが「キー名・値」の2要素で記述されること、Excel（ファイルデータブロック先頭に｜キー名｜値｜形式）・YAML（`directives:`オブジェクトに`key: value`形式）双方の記述位置を説明。batch-06のinput-0016はディレクティブキーの意味を表で示すのに対し、本セクションは記述形式そのものを扱う異なる観点のため重複せず新規情報としてMERGE。
input-0159,input-0159,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,647,665,NTF テストデータ リファレンス > 9. ディレクティブ > 9.2 固定長ファイルのディレクティブ,19,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,固定長ファイルで有効な11個のディレクティブキー一覧（無効なキー指定時はエラー）。`file-type`・`text-encoding`・`record-length`・`record-separator`はbatch-06のinput-0016と重複するが、ゾーン10進数・パック10進数の正負符号ニブル指定や`required-decimal-point`・`fixed-sign-position`・`required-plus-sign`等7キーは現行解説書・batch-06いずれにも無い新規情報のため、セクション全体をMERGE。
input-0160,input-0160,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,667,683,NTF テストデータ リファレンス > 9. ディレクティブ > 9.3 可変長ファイルのディレクティブ,17,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,可変長ファイルで有効な8個のディレクティブキー一覧（無効なキー指定時はエラー）。`quoting-delimiter`はbatch-06のinput-0016と重複するが、`field-separator`・`ignore-blank-lines`・`requires-title`・`max-record-length`・`title-record-type-name`は現行解説書・batch-06いずれにも無い新規情報のため、セクション全体をMERGE。
input-0161,input-0161,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,685,697,NTF テストデータ リファレンス > 9. ディレクティブ > 9.4 デフォルトディレクティブの DI 設定,13,user,,,,DROP,実測: 全内容が「デフォルトディレクティブのDI設定」表（defaultDirectives/fixedLengthDirectives/variableLengthDirectivesの3キー）とナビゲーションリンクのみ。current-0292（`RequestUnitTest_batch.rst`225-262行、同じ3キーをXML設定例付きでより詳細に説明、第2部リクエスト単体テストの設定（Nablarchバッチアプリケーション）使用方法へMOVE済み）と完全に重複する内容のため、判断ルール5によりcurrent側を残し本行をDROP（[3観点レビュー対応]、重複先: current-0292。旧判断はテストデータの書き方へMERGEしていたが誤りだった）。
input-0162,input-0162,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,701,706,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.1 ヘッダの構造,6,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,ヘッダにはカラム名を列挙すること、ヘッダ末尾の空カラムは除去され末尾カラムの省略が可能なこと、データエントリがヘッダより少ない場合は不足分が空文字で補完されることを説明。現行解説書・既処理inputいずれにも無い新規情報のためMERGE。
input-0163,input-0163,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,708,715,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.2 マーカーカラム,8,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,カラム名が`[カラム名]`形式（角括弧で囲まれた名前）のカラムはマーカーカラムとしてDB操作から除外される旨を説明。マーカーカラムの基本概念自体はbatch-03のcurrent-0171（マーカーカラム、テストデータの書き方/使用方法へMOVE済み）と重複するが、Excel（SETUP_TABLE/EXPECTED_TABLE/LIST_MAPすべてが対象）とYAML（setup_tables/expected_tables/list_maps）の適用対象を対比した表は現行解説書に無い新規情報のため、セクション全体をMERGE。
input-0164,input-0164,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,717,722,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.3 エントリ単位のコメント,6,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,エントリ全体をコメントとしてスキップする記法（Excel: 先頭要素が`//`で始まる行、YAML: `#`が行頭・行末どちらにも使えるコメント記号）を説明。Excel側の挙動はbatch-03のcurrent-0170（コメント、テストデータの書き方/使用方法へMOVE済み）の「セルから右が読み込み対象外」というルールの一適用例として重複するが、YAML側の`#`記法は現行解説書に無い新規情報のため、セクション全体をMERGE。
input-0165,input-0165,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,724,727,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.4 要素途中からのコメント（Excel 固有）,4,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,"先頭以外の要素が`//`で始まる場合その要素以降が切り捨てられるExcel固有の挙動と、YAMLで行末に`#`を書いて同等の記述ができる旨（例: `NUMBER_COL: ""100""  # 数値カラム`）を対比して説明。Excel側の挙動はbatch-03のcurrent-0170と同一事象の重複だが、YAML行末コメント記法は現行解説書に無い新規情報のため、セクション全体をMERGE。"
input-0166,input-0166,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,729,735,NTF テストデータ リファレンス > 10. ヘッダ・コメント・空エントリ > 10.5 空エントリのスキップ,7,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,"全要素がnullまたは空文字のエントリは読み飛ばされる旨と、Excel（行の全セルが空の場合）・YAML（`rows:`内の要素が空マッピングまたはすべての値が空文字の場合）の対比を説明。batch-05のcurrent-0244（可変長ファイルの記録内に空行を表現する`""""`記法）とは異なる観点（エントリ自体の読み飛ばし判定）のため重複せず新規情報としてMERGE。"
current-0376,current-0376,current,ja/development_tools/testing_framework/guide/development_guide/08_TestTools/index.rst,5,12,プログラミング工程で使用するツール,8,user,,,,DROP,「プログラミング工程で使用するツール」という章題の下、配下3ページ（01_HttpDumpTool/index・02_MasterDataSetup/index・03_HtmlCheckTool/index）へのtoctreeディレクティブのみで、説明文・前提事項等の地の文を一切含まない純粋なナビゲーションTOC。判断ルール3によりDROP（batch-11のcurrent-0351、batch-08のcurrent-0160と同型）。配下各ページの実内容は個別のセクションとして既に（またはbatch-13以降で）マッピングされる想定。
current-0377,current-0377,current,ja/development_tools/testing_framework/index.rst,4,27,テスティングフレームワーク,24,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,対象範囲,MOVE,テスティングフレームワーク全体のトップレベルindex.rst本文。前半（toctreeと「テストの実装者は:ref:`unitTestGuide`を、アーキテクトは:ref:`testFWGuide`を参照」という読者振り分け文）は旧構成の子ページへの誘導でありdesign.md §1「読者の振り分けは最上位index.rstの本文で行う」という新構成の方針自体に対応する記述だが、参照先ラベルは新構成では作り直されるため実体的な移設対象はない。後半の2つのimportant admonition（Jakarta Batchに準拠したバッチアプリケーションおよびマルチスレッド機能に非対応という2点）はdesign.md#2「第1部/対象範囲」が定める「対応しないもの（Jakarta Batch、マルチスレッド機能）」に直接該当する内容で、他のどのバッチにも未出のためこのセクションが出典となる。判断ルール5（分割しない）により前半の読者振り分け文もまとめて対象範囲へMOVE。
