mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0306,current-0306,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,1,2,(冒頭),2,user,,,,DROP,`.. _rest_testing_fw:`という内部参照ラベルのみで地の文を持たない。判断ルール1によりDROP。
current-0307,current-0307,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,10,14,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > (L2直下),5,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,機能概要,MOVE,リクエスト単体テスト(REST)では内蔵サーバを使用してテストを行う旨、RESTfulウェブサービス用実行基盤のみ必要なモジュールが他の実行基盤より多いためモジュール一覧記載のモジュールを依存関係に追加する必要がある旨の導入文（L2直下）。batch-13のcurrent-0199（ウェブアプリケーション版の同型導入文、機能概要へMOVE済み）と同じく、判断ルール1により後続の全体像・主なクラス（current-0308/0309）と同じdest_sectionへ。モジュール一覧・設定への言及があるが実体はcurrent-0310/0311側に譲り、本文自体は概要のスコープ説明に留まるためリクエスト単体テスト（RESTfulウェブサービス）ページの機能概要へMOVE。
current-0308,current-0308,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,17,19,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > 全体像,3,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,機能概要,MOVE,rest_request_unit_test_structure.pngの構成図のみ。design.md第3部の機能概要「全体像（図）」に直接該当するためMOVE。batch-13のcurrent-0200（ウェブアプリケーション版の同型全体像）と同型の判断。【#32・2026-08-21】この図は削除した。本行の内容は図のみのため、移送先に対応する記述は無い。disposition は割当の履歴として MOVE のまま残す。理由は design.md「利用側ページに内部構造の構成図を置かない」。
current-0309,current-0309,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,22,46,"リクエスト単体テスト（RESTfulウェブサービス） > 概要 > 主なクラス, リソース",25,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,機能概要,MOVE,リクエスト単体テストクラス／テストデータ（Excelファイル）／テスト対象クラス(Action)／DbAccessTestSupport／HttpServer／RestTestSupportの6行の役割・作成単位表。design.md「主なクラスとリソース」表そのものであり機能概要へMOVE。input-0031（batch-10、RestTestSupport・SimpleRestTestSupport・RestMockHttpRequestの3クラスの役割のみを述べる簡易表）とRestTestSupportの行が概念上重複するが、本表はテスティングフレームワーク全体（リクエスト単体テストクラス〜HttpServerまで6クラス）を俯瞰する詳細表であり判断ルール5によりこちらを残す（重複先: input-0031。本バッチ末尾でinput-0031をDROPに変更、重複先note に current-0309/0310/0313/0314/0316/0318 を明記）。
current-0310,current-0310,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,49,74,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > モジュール一覧,26,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,テスティングフレームワーク本体(nablarch-testing-rest)・デフォルト設定(nablarch-testing-default-configuration)・内蔵サーバ実装(nablarch-testing-jetty12)の3モジュールのpom.xml依存関係定義コード例と、nablarch-testingへの依存を明記するimportantノート。design.md第1部「モジュール一覧の集約」はRESTful固有依存を処理方式のページに残すと定めており、依存関係追加はPart2使用方法の「テストを実行できるようにする」に該当（batch-09のcurrent-0267、JUnit5用拡張機能のモジュール一覧と同型判断）。リクエスト単体テストの設定（RESTfulウェブサービス）ページへMOVE（要確認：Part3の機能概要側に置く可能性もあり、ページ作成時に再検討の余地あり）。input-0031の必須モジュール3件の記述と重複するため、本バッチ末尾でinput-0031をDROPに変更（重複先: current-0310）。
current-0311,current-0311,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,77,93,リクエスト単体テスト（RESTfulウェブサービス） > 概要 > 設定,17,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,アーキタイプ作成時のunit-test.xmlへの設定状況、RESTfulウェブサービス向け設定ファイル(nablarch/test/rest-request-test.xml)のimport追加手順とコード例、:ref:`rest-test-configuration`（各種設定値、current-0319/0320）への参照、Nablarch5u18以降のブランクプロジェクトでは設定済みという旨のtip。テスティングフレームワークを使用可能にする設定手順のためリクエスト単体テストの設定（RESTfulウェブサービス）ページの使用方法（テストを実行できるようにする）へMOVE。
current-0312,current-0312,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,97,99,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > (L2直下),3,user,,,,DROP,`.. _rest_test_superclasses:`という内部参照ラベルと空行のみで地の文を持たない。判断ルール1によりDROP。
current-0313,current-0313,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,102,111,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > SimpleRestTestSupport,10,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,SimpleRestTestSupportがリクエスト単体テスト用スーパクラスであり、データベース関連機能が不要な場合はRestTestSupportの代わりに使用する旨の説明と、RestTestSupport使用時はdbInfoまたはtestDataParserコンポーネントの準備が必要という区別のtip。batch-13のcurrent-0203（BasicHttpRequestTestTemplateの位置づけ説明、テストクラスを作成する手順としてMOVE）と同型のためリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。design.mdの「同じクラスの説明を拡張例で再掲しない」方針どおり、主なクラスとリソース表(current-0309)にはないSimpleRestTestSupport固有の情報（コンポーネント準備要否の違い）を持つため新規情報。input-0031のSimpleRestTestSupport要約（1行）より詳細なため、本バッチ末尾でinput-0031をDROPに変更（重複先: current-0313）。
current-0314,current-0314,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,114,118,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > RestTestSupport,5,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,RestTestSupportがリクエスト単体テスト用スーパクラスであり、SimpleRestTestSupportを継承しデータベース関連機能を持つという説明。current-0313の対をなす節のため同じくリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。input-0031のRestTestSupport要約（1行）より詳細なため、本バッチ末尾でinput-0031をDROPに変更（重複先: current-0314）。
current-0315,current-0315,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,121,145,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > データベース関連機能,25,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,RestTestSupportのデータベース関連機能はDbAccessTestSupportへの処理委譲で実現している旨、リクエスト単体テスト(REST)では不要なため意図的に委譲していない6メソッド（beginTransactions/commitTransactions/endTransactions/setThreadContextValues/assertSqlResultSetEquals/assertSqlRowEquals）の列挙、および委譲されたassertTableEquals等でDBを直接確認するテストよりAPIレスポンスでデータを確認するテストを推奨するimportantノート。batch-13のcurrent-0206（HttpRequestTestSupportの委譲メソッド説明、使用方法へMOVE）と同型のためリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。batch-09のDbAccessTestSupport本体の説明（current-0181〜0197）とは委譲有無の一覧という点で異なり重複しない。
current-0316,current-0316,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,148,195,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > 事前準備補助機能,48,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,内蔵サーバへのリクエスト送信に必要なRestMockHttpRequestを生成するget/post/put/patch/delete/newRequestの各メソッドのコード例、リクエストパラメータ設定の説明、およびRestMockHttpRequestが流れるようなインターフェイスでパラメータ設定できる旨とリクエスト構築例（post(...).setHeader(...).setCookie(...)）のtip。design.mdの「テストソースコードの実装例」（第2部に含めない＝第3部の使用方法に置く）に該当しリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。input-0031の「リクエスト構築（流れるようなインターフェース）: get/post/put/patch/delete/newRequest」という要約1文より、本セクションは各メソッドの引数・戻り値・コード例を含み大幅に詳細なため、判断ルール5により本セクションを残す（本バッチ末尾でinput-0031をDROPに変更、重複先: current-0316）。
current-0317,current-0317,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,198,207,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > 実行,10,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,RestTestSupportのsendRequest(HttpRequest request)メソッドを呼び出すことで内蔵サーバが起動されリクエストが送信される旨の説明とコード例。「テストを実行する」手順としてリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。
current-0318,current-0318,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,210,274,リクエスト単体テスト（RESTfulウェブサービス） > 構造 > 結果確認,65,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,assertStatusCodeメソッドによるHTTPステータスコード確認（引数・アサート失敗条件の説明とコード例）、レスポンスボディの検証はフレームワークが仕組みを提供せずJSONAssert・json-path-assert・XMLUnit等の外部ライブラリ使用を推奨する旨とブランクプロジェクトでのpom.xml記載済み状況のtip、readTextResourceメソッドによるファイルベース期待値読み込み（テストクラスソースファイル・レスポンスボディ期待値ファイルの配置ディレクトリ対応表）。input-0031の「結果検証: assertStatusCode、readTextResource。レスポンスボディはJSONAssert等の外部ライブラリを推奨」という要約より、本セクションはメソッドの引数・アサート失敗条件・ファイル配置表を含み大幅に詳細なため、判断ルール5により本セクションを残す（本バッチ末尾でinput-0031をDROPに変更、重複先: current-0318）。「テスト結果を確認する」手順としてリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法へMOVE。
current-0319,current-0319,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,278,281,リクエスト単体テスト（RESTfulウェブサービス） > 各種設定値 > (L2直下),4,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,「環境設定に依存する設定値については、コンポーネント設定ファイルで変更できる。設定可能な項目を以下に示す。」という導入文（L2直下）。判断ルール1により後続のコンポーネント設定ファイル設定項目一覧（current-0320）と同じdest_sectionへ。batch-13のcurrent-0210（ウェブアプリケーション版の同型導入文）と同じくPart2の使用方法（コンポーネントを設定する）に対応するリクエスト単体テストの設定（RESTfulウェブサービス）ページへMOVE。
current-0320,current-0320,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_rest.rst,284,361,リクエスト単体テスト（RESTfulウェブサービス） > 各種設定値 > コンポーネント設定ファイル設定項目一覧,78,user,第2部 導入と設定,リクエスト単体テストの設定（RESTfulウェブサービス）,使用方法,MOVE,webBaseDir（ウェブアプリケーションのルートディレクトリ）・webFrontControllerKey（Webフロントコントローラーのリポジトリキー）の2設定項目とデフォルト値の一覧表、およびPJ共通webモジュールが存在する場合の複数ディレクトリ指定例、ウェブアプリケーション実行基盤とウェブサービス実行基盤を1つのWarで実行する場合のWebフロントコントローラー切り替え設定例（コンポーネント定義XML全文2件）を含む脚注2件。design.md§3の第2部記載範囲表が定める「コンポーネント設定ファイルの設定項目一覧」「設定ファイルの記述例」そのものであり第2部のリクエスト単体テストの設定（RESTfulウェブサービス）へMOVE。78行のためsplit-plan.md対象外（split-plan.mdはlines>=100の23件のみを対象と明記、本セクションは非対象）。batch-13のcurrent-0211（ウェブアプリケーション版の同型設定項目一覧）と同型の判断。
current-0046,current-0046,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,8,12,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > 概要 > (L2直下),5,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,「応答不要メッセージ処理用のアクションクラスは、Nablarchの一部として提供される。このため、リクエスト単体テストではこのアクションクラスを使用して、以下のテスト対象の成果物の確認を行う。」という導入文と「他のテストのようにアクションクラスに対する条件網羅や、限界値テストなどは実施不要である」という適用範囲の限定（L2直下）。判断ルール1により後続のテスト対象の成果物（current-0047）と同じdest_sectionへ。応答不要メッセージ受信処理はMOMによるメッセージングの受信側処理方式（用語集の正表記「応答不要メッセージ受信」、batch-10のinput-0033で確立した処理方式割当）のためリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。
current-0047,current-0047,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,15,18,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > 概要 > テスト対象の成果物,4,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,テスト対象の成果物（電文のレイアウトを定義したフォーマット定義ファイル・データベースへ電文を登録する際に使用するFormクラス・データベースへ電文を登録するためのINSERT文）の3項目の箇条書き。ページのスコープ定義（何を確認すればよいか）のためリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。
current-0048,current-0048,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rst,22,38,リクエスト単体テストの実施方法（応答不要メッセージ受信処理） > テストクラスの書き方,17,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,テストクラスの命名規則（<電文のリクエストID>RequestTest）、パッケージ規則（テスト対象機能と同じパッケージ）、nablarch.test.core.messaging.MessagingReceiveTestSupportを継承する必須要件とコード例。「テストクラスを作成する」手順としてリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
