mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0001,current-0001,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,1,2,(冒頭),2,user,,,,DROP,「.. _entityUnitTestWithBeanValidation:」というRST内部参照ラベルと直後の空行のみで、地の文を持たない。判断ルール1によりDROP。新構成のページ作成時に:refラベルを付与し直せば足りるため対応不要。batch-22のcurrent-0011（Nablarch Validation版の同型冒頭）と同型の判断。
current-0002,current-0002,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,6,12,Bean Validationに対応したForm/Entityのクラス単体テスト > (L1直下),7,user,第3部 テストの実装方法,エンティティ単体テスト,機能概要,MOVE,「本項では、入力値チェックをbean_validationで実施しているFormおよびEntityクラス単体テスト(以下Form単体テストまたはEntity単体テスト)について説明する。両者はほぼ同じように単体テストを行えるため、共通する内容についてはForm単体テストをベースに説明し、特有の処理については個別に説明する」という本ページの対象・進め方の説明と、Form、Entityの責務については各処理方式の責務配置（ウェブアプリケーションの責務配置・Nablarchバッチアプリケーションの責務配置）を参照するよう促すtip。design.mdの機能概要「このページで何ができるようになるか」に該当するためMOVE。batch-22のcurrent-0012（Nablarch Validation版の同型L1直下）と同型の判断。
current-0003,current-0003,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,16,21,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > (L2直下),6,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,「本項で例として使用したテストクラスとテストデータは以下のとおり(右クリック->保存でダウンロード)」として、テストクラス(UserRegistrationFormTest.java)・テストデータ(UserRegistrationFormTest.xlsx)・テスト対象クラス(UserRegistrationForm.java)の3ファイルのダウンロードリンクを示す実体的な内容。判断ルール2により後続の子セクション（テストデータの作成・テストクラスの作成等、いずれも使用方法）と同じdest_sectionへMOVE。batch-22のcurrent-0013（Nablarch Validation版の同型L2直下、ダウンロードファイルはSystemAccountEntity系）と同型の判断。
current-0004,current-0004,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,24,34,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > テストデータの作成,11,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,テストデータを記載したExcelファイルそのものの作成方法として、テストソースコードと同じディレクトリに同じ名前(拡張子のみ異なる)で格納する旨、精査のテストケース・setter/getterに対するテストケースがそれぞれ1シートずつ使用する前提である旨を説明。テストデータの記述方法詳細は:doc:`06_TestFWGuide/01_Abstract`、:doc:`06_TestFWGuide/02_DbAccessTest`を参照させる導線を含むが、記法仕様そのものではなくファイル配置規則という本ページ固有の作成手順のため、判断ルール3の対象外として「テストデータを作成する」手順で使用方法へMOVE。メッセージデータやコードマスタ等の静的マスタデータは個別のテストデータとして作成しない前提である旨も記載。batch-22のcurrent-0014（Nablarch Validation版の同型節）と同型の判断。
current-0005,current-0005,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,37,65,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > テストクラスの作成,29,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,テストクラスのパッケージはテスト対象のForm/Entityと同じとする・<Form/Entityクラス名>Testというクラス名とする・nablarch.test.core.db.EntityTestSupportを継承するという3条件と、それに沿ったテストクラスのコード例(UserRegistrationFormTest)。「テストクラスを作成する」手順の中核。batch-22のcurrent-0015（Nablarch Validation版の同型節、SystemAccountEntityTest）と同型の判断。
current-0006,current-0006,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,68,315,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > 文字種と文字列長の単項目精査テストケース,248,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,248行(>=100)のためmapping/split-plan.mdを確認(grep -n '^| current-0006' split-plan.md)。既承認結果は「no split」で、「テストケース表（カラム定義）とテストメソッドの呼び出し手順のみで構成される。設定ファイルやクラス拡張の説明は含まない。第3部 テストの実装方法 > クラス単体テスト > エンティティ単体テスト の「使用方法」に一致する内容」と明記済み。実測でもテストケース表の作成方法（propertyName/allowEmpty/group/min/max/messageIdWhenEmptyInput等のカラム定義、o/x記法、メッセージ指定方法）、テストメソッドの作成方法（testValidateCharsetAndLengthの呼び出しとコード例）、実行時の観点表のみで構成され、設定・拡張の説明は含まない。「テストデータを作成する」「テストメソッドを作成する」手順としてそのままMOVE(分割なし)。batch-22のcurrent-0016（Nablarch Validation版、同型でsplit-plan既承認）と対をなす。
current-0007,current-0007,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,318,429,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > その他の単項目精査のテストケース,112,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,112行(>=100)のためsplit-plan.mdを確認(grep -n '^| current-0007' split-plan.md)。既承認結果は「no split」で、「current-0006と同型（テストケース表の作成方法／テストメソッドの作成方法）。単項目精査の別パターンを説明しているだけで、宛先・性質は同一。第3部 > クラス単体テスト > エンティティ単体テスト」と明記済み。実測でも日付フォーマット精査など文字種・文字列長テストでカバーできない単項目精査を1入力値と期待メッセージIDのペアでテストする方法として、テストケース表の作成方法(propertyName/case/group/input/messageId等のカラム定義)とテストメソッドの作成方法(testSingleValidationの呼び出しとコード例)のみで構成。「テストデータを作成する」「テストメソッドを作成する」手順としてそのままMOVE(分割なし)。batch-22のcurrent-0017（Nablarch Validation版の同型節）と対をなす。
current-0008,current-0008,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,432,569,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > 項目間精査のテストケース,138,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,138行(>=100)のためsplit-plan.mdを確認(grep -n '^| current-0008' split-plan.md)。既承認結果は「no split」で、「テストケース表・入力パラメータ表の作成方法とテストメソッドの実装例のみ。設定・拡張の説明なし。第3部 > クラス単体テスト > エンティティ単体テスト」と明記済み。実測でも@AssertTrue等を指定した項目間精査のテストケース表(title/description/group/expectedMessageId/propertyName/interpolateKey/interpolateValue)と入力パラメータ表(params)の作成方法、複数Formを保持するFormのプロパティ指定方法のtip、テストメソッドの作成方法(testBeanValidationの呼び出しとコード例)のみで構成。「テストデータを作成する」「テストメソッドを作成する」手順としてそのままMOVE(分割なし)。batch-22のcurrent-0018（Nablarch Validation版、@ValidateForベースのバリデーションメソッドのテストケース。仕組みは異なるが同種の項目間精査カテゴリとして同じdest）と対をなす。
current-0009,current-0009,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,572,701,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > setter、getterに対するテストケース,130,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,130行(>=100)のためsplit-plan.mdを確認(grep -n '^| current-0009' split-plan.md)。既承認結果は「no split」で、「setter/getterテストのExcel定義とテストメソッド例のみ。第3部 > クラス単体テスト > エンティティ単体テスト」と明記済み。実測でもsetterに渡す値とgetterで取得した値が一致することを確認するテストケースの説明、Entityはsetter/getterが自動生成されるためリクエスト単体テストでカバーできない旨のtip、Excelへの定義例、テストメソッドの作成方法(testSetterAndGetterの呼び出しとコード例)、対応可能な型の制限と非対応型の個別テスト実装例(コード例)、setter/getterにロジックがある場合の確認例のみで構成。「テストデータを作成する」「テストメソッドを作成する」手順としてそのままMOVE(分割なし)。batch-22のcurrent-0020（Nablarch Validation版、本セクションを:ref:`entityUnitTest_SetterGetterCase_BeanValidation`で参照するのみのREFERENCE。実体は本バッチでMOVEされる想定と明記済み）から参照される実体セクション。
current-0010,current-0010,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/01_entityUnitTestWithBeanValidation.rst,704,770,Bean Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > 自動テストフレームワーク設定値,67,user,第2部 導入と設定,クラス単体テストの設定,使用方法,MOVE,67行(100行未満のためsplit-plan.mdの対象外、本バッチで直接判断)。文字種と文字列長の単項目精査テスト(current-0006)実施に必要な初期値設定の説明。nablarch.test.core.entity.EntityTestConfigurationクラスで設定する項目一覧(maxMessageId/maxAndMinMessageId/underLimitMessageId/fixLengthMessageId/minMessageId/emptyInputMessageId/characterGenerator/validationTestStrategy)の表と、コンポーネント設定ファイルの記述例(XMLコード例)。design.md第2部の記載範囲「コンポーネント設定ファイルの設定項目一覧」「設定ファイルの記述例」に完全一致するため、第3部のエンティティ単体テストではなく第2部のクラス単体テストの設定ページ(暫定語彙)へMOVE。dest_sectionは第2部アウトラインの使用方法「コンポーネントを設定する」に相当。batch-22のcurrent-0021（Nablarch Validation版の同型節、EntityTestConfigurationの設定項目一覧を持つ同一クラス）と同型の判断。
current-0113,current-0113,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,7,11,リクエスト単体テストの実施方法 > 前提条件,5,user,,,,DROP,"RESTfulウェブサービス実行基盤向けのテストでは他の実行基盤向けテスティングフレームワークに加え依存するモジュールを追加する必要がある旨と、詳細は:ref:`自動テストフレームワークの使用方法<rest_testing_fw>`（=06_TestFWGuide/RequestUnitTest_rest.rst全体）を参照させる導線のみ。batch-17のcurrent-0307（同ファイルの「概要 L2直下」、同内容をモジュール一覧・設定への言及とともにより具体的に記載し既にリクエスト単体テスト（RESTfulウェブサービス）ページの機能概要へMOVE済み）およびcurrent-0310（モジュール一覧の依存関係定義コード例、リクエスト単体テストの設定（RESTfulウェブサービス）へMOVE済み）を実際に読み比べたところ本セクションは要点のみの簡略な要約であるため判断ルール5により重複先を残しDROP（重複先: current-0307, current-0310）。"
current-0114,current-0114,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,14,52,リクエスト単体テストの実施方法 > テストクラスの書き方 > (L2直下),39,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,テストクラスの書き方の5ステップチェックリスト（フレームワークで用意されたテストクラスのスーパークラスを継承する／JUnit4のアノテーションを使用する／事前準備補助機能を使ってリクエストを生成する／リクエストを送信する／結果を確認する、各:ref:）と、RestTestSupportを継承したSampleTestクラスの一連の実装例（get()でリクエスト生成、sendRequest()で送信、assertStatusCode()でステータス確認、hasJsonPath・JSONAssertでレスポンスボディ検証まで1メソッドに集約したコード例）。batch-17で処理済みの06_TestFWGuide/RequestUnitTest_rest.rst（current-0306〜0320）を実際に読み比べたが、同ファイルは事前準備補助機能・実行・結果確認の各要素を個別の節でメソッドシグネチャ単位に説明するのみで、本セクションのような一連の流れを1つのテストクラスにまとめた具体例は存在しない。実測で重複がないことを確認したためMOVE。リクエスト単体テスト（RESTfulウェブサービス）ページの「テストクラスを作成する」手順の導入・具体例としてMOVE。
current-0115,current-0115,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,55,61,リクエスト単体テストの実施方法 > テストクラスの書き方 > フレームワークで用意されたテストクラスのスーパークラスを継承する,7,user,,,,DROP,"テストクラスのスーパークラスとしてRestTestSupportを継承する旨、テストデータの投入とデータベースのアサートが不要な場合はSimpleRestTestSupportを継承する旨、それぞれのスーパークラスの詳細は:ref:`自動テストフレームワークの使用方法<rest_test_superclasses>`を参照という導線のみ。batch-17で処理済みのRequestUnitTest_rest.rstのcurrent-0313（SimpleRestTestSupportの位置づけとRestTestSupport使用時のdbInfo/testDataParser要否の違いを説明するtip付き）およびcurrent-0314（RestTestSupportがSimpleRestTestSupportを継承しデータベース関連機能を持つ旨）を実際に読み比べたところ両者は同内容をより詳しく説明しており、本セクションは要約のみで新規情報を持たない。判断ルール5により重複先を残しDROP（重複先: current-0313, current-0314）。"
current-0116,current-0116,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,64,65,リクエスト単体テストの実施方法 > テストクラスの書き方 > JUnit4のアノテーションを使用する,2,user,,,,DROP,"「テスティングフレームワークはJUnit4をベースとしているため、テスト対象メソッドに@Testアノテーションを付与する」という2行のみの記述。batch-03で処理済みの06_TestFWGuide/01_Abstract.rstのcurrent-0162（自動テストフレームワークがJUnit4ベースである旨、annotation・assertメソッド・Matcherクラス使用への言及、第1部 全体像へMOVE済み）およびcurrent-0166（JUnit4のannotationを使用したテストメソッド作成の基本、@Testアノテーション付与のコード例付き、第1部 全体像へMOVE済み）を実際に確認したところ、処理方式に依存しない一般的なJUnit4知識として既により詳しく（コード例付きで）説明済みである。本セクションはコード例を持たない簡略な繰り返しのため判断ルール5により重複先を残しDROP（重複先: current-0162, current-0166）。"
current-0117,current-0117,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,68,69,リクエスト単体テストの実施方法 > テストクラスの書き方 > 事前準備補助機能を使ってリクエストを生成する,2,user,,,,DROP,「スーパークラスに用意された:ref:`事前準備補助機能<rest_test_helper>`を使ってリクエストを生成する」という1文のみ。batch-17で処理済みのRequestUnitTest_rest.rstのcurrent-0316（get/post/put/patch/delete/newRequestの各メソッドのコード例、パラメータ設定方法、流れるようなインターフェイスでのリクエスト構築例のtipを含む詳細な節）を実際に確認したところ本セクションの内容を包含しより詳しい。判断ルール5により重複先を残しDROP（重複先: current-0316）。
current-0118,current-0118,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,72,73,リクエスト単体テストの実施方法 > テストクラスの書き方 > リクエストを送信する,2,user,,,,DROP,「スーパークラスに用意された:ref:`リクエスト送信メソッド<rest_test_execute>`を呼び出すことでリクエストを送信する」という1文のみ。batch-17で処理済みのRequestUnitTest_rest.rstのcurrent-0317（sendRequest(HttpRequest request)メソッドのコード例付き説明）を実際に確認したところ同内容をコード例付きでより詳しく説明済み。判断ルール5により重複先を残しDROP（重複先: current-0317）。
current-0119,current-0119,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,76,80,リクエスト単体テストの実施方法 > テストクラスの書き方 > 結果を確認する,5,user,,,,DROP,「ステータスコードは、スーパークラスに用意された:ref:`メソッド<rest_test_assert>`を呼び出すことで検証する。レスポンスボディについては任意のライブラリを使用してアプリケーションに合わせて検証する」という要約2文のみ。batch-17で処理済みのRequestUnitTest_rest.rstのcurrent-0318（assertStatusCodeメソッドの引数・アサート失敗条件・コード例、レスポンスボディ検証に推奨する外部ライブラリ(JSONAssert/json-path-assert/XMLUnit)、readTextResourceによるファイルベース期待値読み込みのディレクトリ対応表を含む詳細な節）を実際に確認したところ本セクションの内容を包含しより詳しい。判断ルール5により重複先を残しDROP（重複先: current-0318）。
current-0120,current-0120,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/rest.rst,83,106,リクエスト単体テストの実施方法 > テストデータの書き方 > (L2直下),24,user,第3部 テストの実装方法,リクエスト単体テスト（RESTfulウェブサービス）,使用方法,MOVE,「:ref:`how_to_write_excel`に記載された方法でテストデータを記述できるが、RESTfulウェブサービス実行基盤向けのテストで自動的に読み込まれるデータはテストクラスで共通のデータベース初期値・テストメソッド毎のデータベース初期値の2種類のみである」という限定事項、他の実行基盤と異なりExcelファイルが存在しなくてもエラーにならずデータ投入がスキップされるだけである旨のimportant、上記以外のテストデータをExcelに記載した場合にRestTestSupportが提供するgetListMap/getListParamMap/getParamMapメソッドで値を取得する必要がある旨のimportantとメソッドシグネチャのコード例で構成。getListMap系のLIST_MAP記法自体はbatch-04のcurrent-0215（06_TestFWGuide/03_Tips.rst、TestSupport#getListMap等の記法とAPIをテストデータの書き方ページへMERGE済み）で既出だが、本セクションの主眼はRESTfulウェブサービス固有のテストデータ読み込み挙動（自動読み込み対象の限定・Excelファイル省略可）でありcurrent-0215にはない新規情報のためDROPしない。batch-01のcurrent-0079（ウェブアプリケーション版の同型L2直下、ファイル配置規則+参照導線をリクエスト単体テスト（ウェブアプリケーション）ページの使用方法へMOVE、判断ルール3の対象外とした前例）に倣い、記法仕様そのものではなく本処理方式固有の挙動説明としてリクエスト単体テスト（RESTfulウェブサービス）ページの使用方法（テストデータを作成する）へMOVE。
