mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0294,current-0294,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,8,14,リクエスト単体テスト（メッセージ受信処理） > 概要 > (L2直下),7,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,"「リクエスト単体テスト（メッセージ受信処理)では、要求電文1件を受信したときの動作を擬似的に再現し、テストを行う。」という導入文（L2直下）。判断ルール1により後続の全体像（current-0295）・主なクラス,リソース（current-0296）と同じdest_sectionへ。本ファイルはStandaloneTestSupportTemplate/MessagingRequestTestSupport（同期応答メッセージ受信処理用）/MessagingReceiveTestSupport（応答不要メッセージ受信処理用）等MOMメッセージング共通の構造を扱う（batch-17のcurrent-0046注記でMOMによるメッセージングの受信側処理方式と確認済み）ためリクエスト単体テスト（MOMによるメッセージング）ページの機能概要へMOVE。"
current-0295,current-0295,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,17,22,リクエスト単体テスト（メッセージ受信処理） > 概要 > 全体像,6,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,real_request_test_class.pngの構成図のみ（`.. image::`とscale指定）。design.md第3部の機能概要「全体像（図）」に直接該当するためMOVE。batch-13のcurrent-0200・batch-17のcurrent-0308（他処理方式の同型全体像）と同型の判断。【#32・2026-08-21】この図は削除した。本行の内容は図のみのため、移送先に対応する記述は無い。disposition は割当の履歴として MOVE のまま残す。理由は design.md「利用側ページに内部構造の構成図を置かない」。
current-0296,current-0296,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,25,62,"リクエスト単体テスト（メッセージ受信処理） > 主なクラス, リソース",38,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,機能概要,MOVE,"リクエスト単体テストクラス／Excelファイル（テストデータ）／StandaloneTestSupportTemplate／MessagingRequestTestSupport／MessagingReceiveTestSupport／TestShot／MainForRequestTesting／DbAccessTestSupport／MQSupport／TestDataConvertorの10行の役割・作成単位表。design.md「主なクラスとリソース」表そのものであり機能概要へMOVE。【#32・2026-08-21】「主なクラスとリソース」の表に採否基準（利用者が名前を書くものに絞る）を当て、MainForRequestTesting・DbAccessTestSupport・MQSupportの行を落とした。落としたクラスの役割は同ページの本文に残る。disposition は割当の履歴として変更しない。基準は design.md「利用側ページに内部構造の構成図を置かない」。"
current-0297,current-0297,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,69,71,リクエスト単体テスト（メッセージ受信処理） > 構造 > StandaloneTestSupportTemplate,3,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,StandaloneTestSupportTemplateがバッチやメッセージング処理などコンテナ外で動作する処理のテスト実行環境を提供し、テストデータを読み取り全テストショット（TestShot）を実行する旨の説明。構造節のクラス説明はbatch-17のcurrent-0313/0314（SimpleRestTestSupport/RestTestSupportの説明、使用方法へMOVE）と同型のためリクエスト単体テスト（MOMによるメッセージング）ページの使用方法へMOVE。
current-0298,current-0298,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,74,99,リクエスト単体テスト（メッセージ受信処理） > 構造 > TestShot,26,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,TestShotが1テストショットの情報保持と実行を担う旨、テストショットの構成要素（入力データの準備／メインクラス起動／出力結果の確認）の箇条書き、およびバッチ・各種メッセージング処理共通の準備処理／結果確認機能（データベースのセットアップ、データベース更新内容確認、ログ出力結果確認、ステータスコード確認）の対応表。current-0297と同じくクラス説明のため使用方法へMOVE。
current-0299,current-0299,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,102,126,リクエスト単体テスト（メッセージ受信処理） > 構造 > MessagingRequestTestSupport,25,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,MessagingRequestTestSupportが同期応答メッセージ受信処理テスト用のスーパークラスである旨、TestShotの準備処理・結果確認に要求電文の作成／応答電文の内容確認を追加する旨の対応表、具体的な使用方法は05_UnitTestGuide/02_RequestUnitTest/real.rstを参照という導線、および入力データをキューにPUTする際にmain側コンポーネント設定ファイルからFwHeaderDefinition実装クラスをfwHeaderDefinitionという名前で読み込む旨・別名使用時はgetFwHeaderDefinitionName()をオーバライドする旨のtip。tip部分はコンポーネント設定に近い内容だが本バッチにsplit-yesセクションはなくSPLIT対象外のため、クラス説明が主体の本セクション全体を使用方法へMOVE（batch-17のcurrent-0316が事前準備補助機能のtipを含めて丸ごと使用方法へMOVEした前例と同型の判断）。
current-0300,current-0300,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,129,145,リクエスト単体テスト（メッセージ受信処理） > 構造 > MessagingReceiveTestSupport,17,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,MessagingReceiveTestSupportが応答不要メッセージ処理テスト用のスーパークラスである旨、TestShotの準備処理に要求電文の作成を追加する旨の対応表、および具体的な使用方法は05_UnitTestGuide/02_RequestUnitTest/delayed_receive.rstを参照という導線。current-0299の対をなす節のため同じく使用方法へMOVE。
current-0301,current-0301,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,148,155,リクエスト単体テスト（メッセージ受信処理） > 構造 > MainForRequestTesting,8,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,MainForRequestTestingがリクエスト単体テスト用のメインクラスであり、本番用メインクラスとの差異（テスト用コンポーネント設定ファイルからのシステムリポジトリ初期化、常駐化機能の無効化）を箇条書きで示す説明。クラス説明のため使用方法へMOVE。
current-0302,current-0302,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,158,165,リクエスト単体テスト（メッセージ受信処理） > 構造 > MQSupport,8,user,第3部 テストの実装方法,リクエスト単体テスト（MOMによるメッセージング）,使用方法,MOVE,MQSupportがメッセージに関する操作を提供するクラスであり、テストデータから要求電文を作成し受信キューにPUTする機能、応答電文を送信キューからGETしテストデータの期待値と内容を比較する機能を提供する旨の箇条書き。クラス説明のため使用方法へMOVE。
current-0303,current-0303,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/RequestUnitTest_real.rst,168,181,リクエスト単体テスト（メッセージ受信処理） > 構造 > TestDataConvertor,14,user,第2部 導入と設定,リクエスト単体テストの設定（MOMによるメッセージング）,拡張例,MOVE,"TestDataConvertorがExcelから読み込んだテストデータを編集するためのインタフェースであり、必要に応じてXMLやJSONなどのデータ種別ごとに「アーキテクトが実装する」旨、実装クラスが担う機能（読み込んだデータの任意編集、レイアウト定義データの動的生成）の箇条書き、本インタフェース実装によりExcelの日本語データをURLエンコーディングする等の処理を追加可能である旨、実装クラスを""TestDataConverter_<データ種別>""というキー名でテスト用コンポーネント設定ファイルに登録する必要がある旨。design.mdの第2部拡張例「拡張はコンポーネント設定とクラス差し替えであり、アーキテクトの領域のため第2部に置く」「拡張するには〇〇を継承する」に合致し、本文中に明示的に「アーキテクトが実装する」とあるためリクエスト単体テストの設定（MOMによるメッセージング）ページの拡張例へMOVE（他の構造説明が使用方法へ向かうのと異なり、本節のみ拡張手順のためPart2へ）。"
