mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0011,current-0011,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,1,2,Nablarch Validationに対応したForm/Entityのクラス単体テスト > (冒頭),2,user,,,,DROP,内容は「.. _entityUnitTest:」というRST内部参照ラベルと直後の空行のみで、地の文を持たない。判断ルール1によりDROP。新構成のページ作成時に:refラベルを付与し直せば足りるため対応不要。
current-0012,current-0012,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,6,12,Nablarch Validationに対応したForm/Entityのクラス単体テスト > (L1直下),7,user,第3部 テストの実装方法,エンティティ単体テスト,機能概要,MOVE,「本項では、入力値チェックをNablarch Validationで実施しているFormおよびEntityクラス単体テストについて説明する。両者はほぼ同じように単体テストを行えるため、共通する内容についてはEntity単体テストをベースに説明し、特有の処理については個別に説明する」という本ページの対象・進め方の説明と、Form/Entityの責務については各処理方式の責務配置を参照するよう促すtip（ウェブアプリケーション責務配置・Nablarchバッチアプリケーション責務配置への:ref:）。design.mdの機能概要「このページで何ができるようになるか」に該当するためMOVE。
current-0013,current-0013,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,16,21,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > (L2直下),6,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,「本項で例として使用したテストクラスとテストデータは以下のとおり」として、テストクラス(SystemAccountEntityTest.java)・テストデータ(SystemAccountEntityTest.xlsx)・テスト対象クラス(SystemAccountEntity.java)の3ファイルのダウンロードリンクを示す実体的な内容。判断ルール2により後続の子セクション（テストデータの作成・テストクラスの作成等、いずれも使用方法）と同じdest_sectionへMOVE。
current-0014,current-0014,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,24,35,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > テストデータの作成,12,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,テストデータを記載したExcelファイルはテストソースコードと同じディレクトリに同じ名前(拡張子のみ異なる)で格納する旨、精査／コンストラクタ／setter・getterの各テストケースがそれぞれ1シートずつ使用する前提である旨、メッセージデータやコードマスタ等の静的マスタデータは個別のテストデータとして作成しない前提である旨を説明。テストデータの記述方法詳細は06_TestFWGuide/01_Abstract・02_DbAccessTestを参照させる導線を含むが、記法仕様そのものではなくファイル配置規則という本ページ固有の作成手順のため、判断ルール3の対象外として「テストデータを作成する」手順に使用方法へMOVE。
current-0015,current-0015,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,38,74,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > テストクラスの作成,37,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,テストクラスのパッケージはテスト対象のForm/Entityと同じとする・<Form/Entityクラス名>Testというクラス名とする・EntityTestSupportを継承するという3条件と、それに沿ったテストクラスのコード例(SystemAccountEntityTest)。「テストクラスを作成する」手順の中核。
current-0016,current-0016,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,77,285,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > 文字種と文字列長の単項目精査テストケース,209,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,209行(>=100)のためsplit-plan.mdを確認(grep -n 'current-0016' split-plan.md)。既承認結果は「no split」で、「current-0006のNablarch Validation版。内容の性質（テストケース表＋テストメソッド）は同じ。第3部 > クラス単体テスト > エンティティ単体テスト」と明記済み。実測でもテストケース表の作成方法（propertyName/allowEmpty/min/max/messageId系カラム定義）、o/x記法、テストメソッドの作成方法（testValidateCharsetAndLengthの呼び出しとコード例）、実行時の観点表のみで構成され、設定・拡張の説明は含まない。「テストデータを作成する」「テストメソッドを作成する」手順としてそのままMOVE(分割なし)。
current-0017,current-0017,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,288,380,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > その他の単項目精査のテストケース,93,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,93行(100行未満のためsplit-plan.mdの対象外、本バッチで直接判断)。文字種・文字列長のテストケースでカバーしきれない単項目精査（数値範囲精査等）を1入力値と期待メッセージIDのペアで簡易にテストする方法。テストケース表の作成方法(propertyName/case/input/messageIdカラム)とテストメソッドの作成方法(testSingleValidationの呼び出しとコード例)を記載。current-0016と同型の「テストデータを作成する」「テストメソッドを作成する」手順としてMOVE。
current-0018,current-0018,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,383,553,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > バリデーションメソッドのテストケース,171,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,171行(>=100)のためsplit-plan.mdを確認。既承認結果は「no split」で、「バリデーションメソッド（@ValidateFor）のテストケース表作成とテストメソッド例のみ。設定・拡張の説明なし。第3部 > クラス単体テスト > エンティティ単体テスト」と明記済み。実測でもエンティティに実装した@ValidateForメソッドのテストケース表(testShots/params)の作成、精査対象確認・項目間精査などのケース作成方法、テストメソッドの作成方法（testValidateAndConvert呼び出し例）のみで構成。「テストデータを作成する」「テストメソッドを作成する」手順としてそのままMOVE(分割なし)。
current-0019,current-0019,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,556,676,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > コンストラクタに対するテストケース,121,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,MOVE,"121行(>=100)のためsplit-plan.mdを確認。既承認結果は「no split」で、「コンストラクタテストのExcel定義とテストメソッド例のみ。第3部 > クラス単体テスト > エンティティ単体テスト」と明記済み。実測でもMap<String, Object>を引数にとるコンストラクタに対し、Excelへの値・期待値の定義方法とtestConstructorAndGetterの呼び出し例、対応不可な型の場合の個別テスト実装例(コード例)のみで構成。「テストデータを作成する」「テストメソッドを作成する」手順としてそのままMOVE(分割なし)。"
current-0020,current-0020,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/01_ClassUnitTest/01_entityUnitTest/02_entityUnitTestWithNablarchValidation.rst,679,685,Nablarch Validationに対応したForm/Entityのクラス単体テスト > Form/Entity単体テストの書き方 > setter、getterに対するテストケース,7,user,第3部 テストの実装方法,エンティティ単体テスト,使用方法,REFERENCE,本文は「:ref:`entityUnitTest_SetterGetterCase_BeanValidation`を参照。」の1文のみ。参照先ラベルは同ディレクトリの01_entityUnitTestWithBeanValidation.rst(568行目)の「setter、getterに対するテストケース」節であることを実際に確認済み(本バッチの対象外ファイル)。実体的な記法・手順の記述はなく参照のみのためREFERENCEとし、エンティティ単体テストページの使用方法に参照導線として残す。実体はBeanValidation版ファイルを処理するバッチでMOVE/MERGEされる想定。
