mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0252,current-0252,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,1,2,マスタデータ復旧機能 > (冒頭),2,user,,,,DROP,RSTアンカー（.. _`master_data_backup`:）のみで実体なし。判断ルール1によりDROP。
current-0253,current-0253,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,6,10,マスタデータ復旧機能 > (L1直下),5,user,,,,DROP,.. contents:: 目次（:depth: 2 :local:）ディレクティブのみで本文なし。判断ルール1のTOCに準じDROP。
current-0254,current-0254,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,13,27,マスタデータ復旧機能 > 概要,15,user,第2部 導入と設定,マスタデータ復旧機能,機能概要,MERGE,「概要」節の本文。通常はマスタデータを書き換えないが、マスタメンテナンス機能等の異常系テストではマスタデータ変更が必要になること、変更後は後続のテストクラスが失敗しうること、そのためテストメソッド終了時にマスタデータを元の状態へ復旧する機能を提供する旨を説明。design.mdの第2部ページアウトラインの機能概要（全体像）に相当する導入的説明のため、同じdest_sectionに集約される特徴・必要となるスキーマ・動作イメージ（current-0255〜0257）とあわせてMERGE。
current-0255,current-0255,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,30,35,マスタデータ復旧機能 > 特徴,6,user,第2部 導入と設定,マスタデータ復旧機能,機能概要,MERGE,「特徴」節。テストの実行順序に依存せず常に正しい状態でテストできること、復旧処理が自動で行われ各テストクラスで復旧処理・復旧用データを用意する必要がないこと、バックアップ用スキーマからテーブル毎に一括復旧するため1件ずつINSERTするより高速であることの3点を箇条書きで説明。概要（current-0254）と同じ機能概要相当の内容のためMERGE。
current-0256,current-0256,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,38,56,マスタデータ復旧機能 > 必要となるスキーマ,19,user,第2部 導入と設定,マスタデータ復旧機能,機能概要,MERGE,「必要となるスキーマ」節。自動テスト用スキーマ（自動テストに使用するスキーマ）とバックアップ用スキーマ（復旧用マスタデータを保存しておくスキーマ）の2つが必要である旨をlist-tableで説明。design.mdの機能概要「主なクラスとリソース（名称・役割の表）」に相当するためMERGE。
current-0257,current-0257,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,59,74,マスタデータ復旧機能 > 動作イメージ,16,user,第2部 導入と設定,マスタデータ復旧機能,機能概要,MERGE,「動作イメージ」節。自動テストFWがコンポーネント設定ファイルから監視対象テーブル名一覧を取得し、SQLログを監視して監視対象テーブルへの変更を検出する流れ（画像modification_detected.png）と、変更検出後にテストメソッド終了後、テーブルを全件削除してからバックアップ用スキーマのテーブルから全件挿入して復旧する流れ（画像copy_from_backup.png）を説明。design.mdの機能概要「全体像（図）」に相当するためMERGE。
current-0258,current-0258,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,77,81,マスタデータ復旧機能 > 環境構築 > (L2直下),5,user,第2部 導入と設定,マスタデータ復旧機能,使用方法,MERGE,「環境構築」見出し直下の導入文。「以下の環境構築を実施し、自動テストフレームワークのマスタデータ復旧機能を有効にする。」の1文のみ。判断ルール2により、配下の各設定手順（バックアップ用スキーマの作成・データ投入／外部キー対応／コンポーネント設定ファイル／ログ出力設定、current-0259〜0262）と同じdest_section（使用方法）へMERGE。
current-0259,current-0259,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,84,93,マスタデータ復旧機能 > 環境構築 > バックアップ用スキーマの作成、データ投入,10,user,第2部 導入と設定,マスタデータ復旧機能,使用方法,MERGE,バックアップ用スキーマを作成し、自動テスト用スキーマと同じテーブルを作成して復旧用データを投入する手順を説明。tipで、バックアップ用スキーマには全テーブルではなく復旧対象とするテーブルのみあればよい旨を補足。設定手順のため使用方法へMERGE。
current-0260,current-0260,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,96,108,マスタデータ復旧機能 > 環境構築 > 外部キーが設定されたテーブルを使用する場合について,13,user,第2部 導入と設定,マスタデータ復旧機能,使用方法,MERGE,外部キー制約のあるテーブルを復旧する場合、デフォルトではJDBCの機能を用いて親子関係を取得・構築し、削除は子テーブルから・挿入は親テーブルから順に行う動作を説明。テーブル数が膨大なプロジェクトではこの親子関係構築処理がslow test問題の原因になりうるため、JDBCを使わず記述順（設定例のリスト順）を元に削除・挿入する代替動作へ切り替える設定（環境設定ファイルにnablarch.suppress-table-sort=trueを追加）をコード例付きで説明。個別設定の手順のため使用方法へMERGE。
current-0261,current-0261,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/04_MasterDataRestore.rst,111,167,マスタデータ復旧機能 > 環境構築 > コンポーネント設定ファイルに監視対象テーブルを記載,57,user,第2部 導入と設定,マスタデータ復旧機能,使用方法,MERGE,監視対象テーブルをコンポーネント設定ファイルに列挙する手順。設定項目一覧（backupSchema／tablesTobeWatched／testEventListeners）のlist-tableと、実際のcomponent定義のXML設定例（masterDataRestorerコンポーネント、backupSchema値、監視対象テーブルMESSAGE/ID_GENERATE等のリスト）を含む。design.mdの使用方法「コンポーネントを設定する」に相当するためMERGE。
