mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0031,current-0031,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,1,2,(冒頭),2,user,,,,DROP,本文は「.. _`batch_request_test`:」というRST内部アンカーラベルのみで、直後の空行以外に実体的な記述がない。判断ルール1によりDROP。新規ページ作成時に:refラベルを付与し直せば足りる。
current-0032,current-0032,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,10,29,リクエスト単体テストの実施方法(バッチ) > テストクラスの書き方,20,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,テストクラスの命名規則（<Actionクラス名>RequestTest）、パッケージ規則（テスト対象Actionと同じ）、nablarch.test.core.batch.BatchRequestTestSupportを継承する必須要件とコード例。current-0077（ウェブアプリケーション版、BasicHttpRequestTestTemplate継承）と同型だがバッチ固有の継承クラス・命名規則であり重複しない。「テストクラスを作成する」手順としてリクエスト単体テスト（Nablarchバッチアプリケーション）の使用方法へMOVE。
current-0033,current-0033,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,33,52,リクエスト単体テストの実施方法(バッチ) > テストメソッド分割,20,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,「原則として、１つのテストケースに対して１つのテストメソッドを作成する」という原則と、「複数ケースをまとめて記述した方が効率が良い場合は、複数テストケースを１テストメソッドで行うことを検討する」という例外基準（テストケース間の関連が強い場合／データが少量の場合）。バッチ処理は複数レコードを一度に扱いテストデータが多くなるという固有の背景説明を含み、他の処理方式のマッピング済みセクションに同種の記述は見当たらない（grep確認済み）。「テストメソッドを作成する」手順としてMOVE。
current-0034,current-0034,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,56,62,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > (L2直下),7,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,「テストデータを記載したExcelファイルは、クラス単体テストと同様にテストソースコードと同じディレクトリに同じ名前で格納する（拡張子のみ異なる）」という格納規則と、詳細記法は「:ref:`how_to_write_excel`」（=テストデータの書き方ページ）を参照させる導線。batch-01のcurrent-0079（ウェブアプリケーション版の同型L2直下、格納規則＋参照導線）と全く同じ構造のため、同じ判断基準でリクエスト単体テスト（Nablarchバッチアプリケーション）の使用方法（テストデータを作成する）へMOVEし、テストデータの書き方ページへの参照は維持する。
current-0035,current-0035,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,65,70,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > テストクラスで共通のデータベース初期値,6,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,REFERENCE,本文は「ウェブアプリケーションの場合と同様である。「:ref:`request_test_setup_db`」を参照。」の1文のみで、参照先はbatch-01のcurrent-0080（setUpDbシートによるDB初期値投入の記法、テストデータの書き方ページへMOVE済み）であり内容が実質的に存在する。判断ルール（REFERENCE）に該当。current-0196（batch-09、コンポーネント単体テストページ内で他機能への参照のみを残した前例）に倣い、参照文が置かれている文脈のページ（リクエスト単体テスト（Nablarchバッチアプリケーション）の使用方法）にREFERENCEとして割り当て、テストデータの書き方ページへの導線として残す。
current-0036,current-0036,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,73,167,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > テストケース一覧,95,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,LIST_MAPで１テストメソッド分のケース表を記載するというtestShots(バッチ版)の全カラム仕様（no/description/expectedStatusCode/setUpTable/setUpFile/expectedFile/expectedTable/expectedLog/diConfig/requestPath/userId/expectedMessage/responseMessage/expectedMessageByClient/responseMessageByClient）と、デフォルトグループID(`default`)の脚注、および「コマンドライン引数」小節（args[n]形式でのコマンドライン引数指定、任意カラム追加によるコマンドラインオプション指定）。batch-01のcurrent-0081（ウェブアプリケーション版testShots、no/description/context/cookie/queryParams等）と一部カラム（no/description/expectedStatusCode/setUpTable/expectedTable/expectedMessage系）が重複するが、setUpFile/expectedFile/expectedLog/diConfig/requestPath/userId/コマンドライン引数節はバッチ固有の新規記法のため、判断ルール5に従いセクション全体を残しテストデータの書き方の使用方法へMOVE（重複先: current-0081）。95行のためsplit-plan.md対象外。
current-0037-a,current-0037,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,170,262,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > 各種準備データ,93,user,第3部 テストの実装方法,テストデータの書き方,使用方法,SPLIT,split-plan.md（current-0037検索）で承認済みの分割の1つ目。データベースの準備（グループIDによる対応付け）と固定長ファイルの準備（SETUP_FIXED[グループID]=ファイルパスの書式、ディレクティブ行/レコード種別/フィールド名称/データ型/フィールド長/データの表構造、フィールド名称の重複禁止のimportant、外部インタフェース設計書からのコピー＆ペーストのtip）。input-0013（batch-09、SETUP_FIXED/EXPECTED_FIXEDの行構成の抽象的な図解）と概念が重複するが、本セクションは実際のディレクティブ表・制約・作成Tipsを含みより詳細なため判断ルール5により残し、テストデータの書き方の使用方法へSPLIT（重複先: input-0013）。split-plan.mdの指示通り170-262行を採用。
current-0037-b2,current-0037,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,263,274,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > 各種準備データ,12,user,第3部 テストの実装方法,テストデータの書き方,使用方法,SPLIT,#20のuser reviewでcurrent-0037-bから分割した1つ目。「符号無数値」「符号付数値」のデータは固定長ファイル上の表現をそのまま記載するという規則（263-265行）と、その具体例（フォーマット定義：フィールド長10桁・パディング文字'0'等での表現例。267-274行の表）。規則自体は第3部「テストデータの書き方」（testdata_notation.rst）が既に述べており、具体例が加わることで範囲全体が第3部に収まるため、第2部から第3部へ割当先を変更した。分割の理由は、記述例が「どう書けばどう解釈されるか」の規則であって第2部（設定手順）の記載範囲ではないこと（design.md:203-206・:273-274）。#6のcurrent-0128と同じ手順（594→595行。合計linesは不変）。行はsrc_body_start昇順の並びを保つためcurrent-0037-bの前に置く。
current-0037-b,current-0037,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,275,316,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > 各種準備データ,42,user,第2部 導入と設定,リクエスト単体テストの設定（Nablarchバッチアプリケーション）,使用方法,SPLIT,split-plan.md（current-0037検索）で承認済みの分割の2つ目。「符号無数値」「符号付数値」をテストデータとして使用するためのテスト用データタイプの設定追加手順（fixedLengthConvertorSettingコンポーネントへの設定追加。コンポーネント設定ファイルXML例）。設定ファイル変更というコンポーネント設定の話題のため、split-plan.mdの判断どおりPart2のリクエスト単体テストの設定（Nablarchバッチアプリケーション）の使用方法（コンポーネントを設定する）へSPLIT。#20のuser reviewで、同じtip内の263-274行（そのまま記載する規則と数値記述例）を第3部へ移す判断が出たため、範囲を263-316から275-316に変更しcurrent-0037-b2を新設した（旧noteの「263-316行はこのtip全体であり途中で分割不可」はこの決定により失効）。
current-0037-c,current-0037,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,317,446,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > 各種準備データ,130,user,第3部 テストの実装方法,テストデータの書き方,使用方法,SPLIT,split-plan.md（current-0037検索）で承認済みの分割の3つ目。固定長ファイルの具体例（ヘッダ/データ/トレーラ/エンドレコード4種のテーブル）、可変長ファイル（CSVファイル）の準備（SETUP_VARIABLE=、固定長との違い＝フィールド長行を記載しない点、field-separatorディレクティブでの区切り文字変更tip）、空のファイルを定義する方法（ディレクティブ行のみ定義しレコード定義を省略する例）。input-0014（batch-09、SETUP_VARIABLE/EXPECTED_VARIABLEの抽象的な行構成図解）と概念が重複するが、本セクションは実データ例・field-separatorオプション・空ファイル定義という詳細を含みより詳細なため判断ルール5により残し、テストデータの書き方の使用方法へSPLIT（重複先: input-0014）。split-plan.mdの指示通り317-446行を採用。
current-0038,current-0038,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,449,482,リクエスト単体テストの実施方法(バッチ) > テストデータの書き方 > 各種期待値,34,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,検索結果・データベースを期待値と比較する場合はグループIDでテストケース一覧と紐付けるという導入文、期待するデータベースの状態（オンラインと同様、current-0037-aへのグループID対応付け参照）、期待する固定長ファイル（データタイプはEXPECTED_FIXED、その他の記述方法は固定長ファイルの準備＝current-0037-aと同様と明記）、期待する可変長ファイル（データタイプはEXPECTED_VARIABLE、可変長ファイル（CSVファイル）の準備＝current-0037-cと同様と明記）。SETUP_*とEXPECTED_*の対応関係を示す記法説明のため判断ルール3によりテストデータの書き方の使用方法へMOVE。
current-0039,current-0039,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,489,493,リクエスト単体テストの実施方法(バッチ) > テストメソッドの書き方 > スーパクラスについて,5,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,「BatchRequestTestSupportクラスを継承する。このクラスでは、準備したテストデータを元に以下の手順でリクエスト単体テストを実行する。」という導入文。判断ルール1により、後続のテストメソッド作成（current-0040）・スーパクラスのメソッド呼び出し（current-0041）と同じdest_sectionへ。「テストメソッドを作成する」手順としてリクエスト単体テスト（Nablarchバッチアプリケーション）の使用方法へMOVE。
current-0040,current-0040,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,496,506,リクエスト単体テストの実施方法(バッチ) > テストメソッドの書き方 > テストメソッド作成,11,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,「準備したテストシートに対応するメソッドを作成する。」という説明と、@Test public void testRegisterUser() {} という最小限のテストメソッドのコード例。current-0039と同じくテストメソッドを作成する手順としてMOVE。
current-0041,current-0041,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,509,528,リクエスト単体テストの実施方法(バッチ) > テストメソッドの書き方 > スーパクラスのメソッド呼び出し,20,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,"テストメソッド内でスーパクラスのvoid execute()／void execute(String sheetName)いずれかを呼び出す旨、引数なしexecute()使用時はテストデータのシート名にテストメソッド名を指定したのと同じ動作になる旨の説明とコード例（execute()はexecute(""testRegisterUser"")と等価という注記付き）。テストメソッドを作成する手順としてMOVE。"
current-0042,current-0042,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,532,535,リクエスト単体テストの実施方法(バッチ) > テスト起動方法,4,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,「クラス単体テストと同様。通常のJUnitテストと同じように実行する。」という一文。:ref:等の明示的な参照リンクを伴わない地の文の説明であり、バッチのリクエスト単体テストが特別な起動手順を要しないことを明示する実体的な記述のため、REFERENCEではなくMOVEとして「テストを実行する」手順へ割り当てる。
current-0043,current-0043,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/batch.rst,544,549,リクエスト単体テストの実施方法(バッチ) > テスト結果検証 > データベースの結果検証,6,user,第3部 テストの実装方法,リクエスト単体テスト（Nablarchバッチアプリケーション）,使用方法,MOVE,「テストケース一覧のexpectedTable欄にグループIDを記載することにより、そのグループIDのテストデータで実際のファイル出力結果を確認できる。」という説明文（原文ママ。直後のファイルの結果検証節と酷似した文言になっており「ファイル出力結果」という記載は原文の誤記の可能性があるが、実測どおり転記した）。expectedTable欄によるDB結果検証の手順説明のため「テスト結果を確認する」手順としてMOVE。
