mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0097,current-0097,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/mail.rst,1,2,(冒頭),2,user,,,,DROP,.. _`mail_request_test`: というRST内部アンカーラベルのみで実体的な記述がない。判断ルール3によりDROP。新規ページ作成時に:refラベルを付与し直せば足りる。
current-0098,current-0098,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/mail.rst,9,20,リクエスト単体テストの実施方法(メール送信) > メール送信処理の構造とテスト範囲,12,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,使用方法,MOVE,メール送信は業務アプリケーションがフレームワーク提供のメール送信要求APIを呼ぶだけであり、リクエスト単体テストの範囲はメール送信要求がDB（メール送信要求・送信先・添付ファイルの3テーブル）へ正しく格納されることの確認までである旨と処理概要図。design.mdにメール送信固有の受け皿ページはなく（用語集§11.1申し送り）、同フォルダの処理方式非依存節（index.rst由来）がリクエスト単体テスト（ウェブアプリケーション）へ割り当てられた前例（batch-01 current-0079）に倣い同ページへMOVE。処理方式非依存のため要確認。
current-0099,current-0099,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/mail.rst,23,28,リクエスト単体テストの実施方法(メール送信) > テストの実施方法,6,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,使用方法,MOVE,前述のメール送信要求・送信先・添付ファイルの3テーブルについて、他の単体テストと同様に期待値をExcelシートに記述すればよいという実施手順。current-0098と同一ファイル内の直後の手順のため同じくリクエスト単体テスト（ウェブアプリケーション）の使用方法へMOVE。
current-0181,current-0181,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,8,15,データベースを使用するクラスのテスト > 概要 > (L2直下),8,user,第3部 テストの実装方法,コンポーネント単体テスト,機能概要,MOVE,「データベースアクセスクラスなど、データベースを使用するクラスをテストする方法を記載する」という本ページの導入文（L2直下）。split-plan.mdのcurrent-0184/0185判定と同じく、データベースを使用するクラスのテストはAction/Componentクラスを対象とするコンポーネント単体テストの一種として扱い、コンポーネント単体テストページの機能概要へ割り当てる。判断ルール1によりサブ見出し（全体像）と同じdest_sectionとする。
current-0182,current-0182,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,18,44,データベースを使用するクラスのテスト > 概要 > 全体像,27,user,第3部 テストの実装方法,コンポーネント単体テスト,機能概要,MOVE,"class_structure.png（全体像図）と「テストクラス／テストデータ（Excelファイル）／テスト対象クラス／DbAccessTestSupport」の役割・作成単位を示す「主なクラス, リソース」表。design.md第3部の機能概要（全体像図・主なクラスとリソース表）に一致する内容のため、current-0181と同じくコンポーネント単体テストページの機能概要へMOVE。"
current-0183,current-0183,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,48,52,データベースを使用するクラスのテスト > 基本的なテスト方法 > (L2直下),5,user,第3部 テストの実装方法,コンポーネント単体テスト,使用方法,MOVE,「目的に応じた、本フレームワークのAPIの使用方法を以下に記載する」という基本的なテスト方法の導入文（L2直下）。直後の参照系のテスト・更新系のテスト（current-0184-a/0185-aとしてコンポーネント単体テストの使用方法へ帰属）を導く文のため、判断ルール1により同じdest_sectionへMOVE。
current-0184-a,current-0184,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,55,100,データベースを使用するクラスのテスト > 基本的なテスト方法 > 参照系のテスト,46,user,第3部 テストの実装方法,コンポーネント単体テスト,使用方法,SPLIT,参照系テストの手順（準備データ登録→対象メソッド起動→戻り値検証）、シーケンス図、テストソースコード実装例。split-plan.md（current-0184）が確定した分割どおり55-100行をコンポーネント単体テストの使用方法へ割り当てる。101-165行のテストデータ記述例は別行(current-0184-b)でテストデータの書き方へ割り当てる。
current-0184-b,current-0184,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,101,165,データベースを使用するクラスのテスト > 基本的なテスト方法 > 参照系のテスト,65,user,第3部 テストの実装方法,テストデータの書き方,使用方法,SPLIT,SETUP_TABLE／LIST_MAPを使ったDBテーブルの事前登録データ・検索結果期待値の記法説明（101-165行）。split-plan.mdの確定分割どおり、current-0189（SETUP_TABLE/EXPECTED_TABLE/EXPECTED_COMPLETE_TABLEの省略記法の具体例、同じくテストデータの書き方へ割当）と同一種類の記法のため、design.md§4の記法統合方針に従いテストデータの書き方ページへ割り当てる。
current-0185-a,current-0185,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,168,220,データベースを使用するクラスのテスト > 基本的なテスト方法 > 更新系のテスト,53,user,第3部 テストの実装方法,コンポーネント単体テスト,使用方法,SPLIT,更新系テストの手順（準備データ登録→対象メソッド起動→コミット→更新結果確認）、コミットに関するimportant/tip、シーケンス図、テストソースコード実装例。split-plan.md（current-0185）が確定した分割どおり168-220行をコンポーネント単体テストの使用方法へ割り当てる。221-268行の記法部分は別行(current-0185-b)。
current-0185-b,current-0185,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/02_DbAccessTest.rst,221,268,データベースを使用するクラスのテスト > 基本的なテスト方法 > 更新系のテスト,48,user,第3部 テストの実装方法,テストデータの書き方,使用方法,SPLIT,SETUP_TABLE／EXPECTED_TABLEを使った更新系テストの事前登録データ・期待値の記法説明（221-268行）。current-0184-bと同型でsplit-plan.mdの確定分割どおりテストデータの書き方ページへ割り当てる。
