mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
input-0132,input-0132,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,393,397,NTF テストデータ リファレンス > 6. ファイルデータ > 6.3 固定長ファイル固有の仕様,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,固定長ファイル固有の記法制約（フィールド名称・データ型・フィールド長の3リストが同サイズ必須、1データブロック内は同一レコード長必須、フィールド長超過時エラー）を箇条書きで説明。batch-06/07で処理済みの現行解説書・input資料のいずれにも無い固定長ファイル特有の制約情報のためMERGE。
input-0133,input-0133,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,399,402,NTF テストデータ リファレンス > 6. ファイルデータ > 6.4 可変長ファイル固有の仕様,4,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,可変長ファイル固有の記法制約（フィールド名称・データ型の2リストのみ必須でフィールド長は不要、空エントリの扱いが固定長・可変長で異なる）を説明。新規情報のためMERGE。
input-0134,input-0134,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,404,408,NTF テストデータ リファレンス > 6. ファイルデータ > 6.5 複数レコードレイアウト,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,1ファイルデータブロック内に複数のレコードレイアウトを連続記述できる仕組みを説明。glossary.md「複数レコードレイアウト」の定義に対応する記法仕様であり、現行解説書・batch-06/07いずれにも該当節が無い新規情報のためMERGE。
input-0135,input-0135,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,410,414,NTF テストデータ リファレンス > 6. ファイルデータ > 6.6 空ファイル,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,0バイトの空ファイルを表現するにはディレクティブのみを記述しレコード定義を省略するという記法を説明。新規情報のためMERGE。
input-0136,input-0136,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,416,418,"NTF テストデータ リファレンス > 6. ファイルデータ > 6.7 `""-""` 長フィールド",3,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,フィールド長に`"-"`を指定すると追加された全レコードの最大バイト長に自動拡張されるという記法を説明。新規情報のためMERGE。
input-0137,input-0137,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,420,431,NTF テストデータ リファレンス > 6. ファイルデータ > 6.8 エラーになるケース,12,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,ファイルデータ記述時にエラーとなる8ケース（フィールド名称重複、リスト未指定・空、リストサイズ不一致、存在しないフィールド名称指定、データ要素数不正、ディレクティブ/レコード定義の要素数不足、IOエラー、日付型パース失敗）を列挙。テストデータ作成者が把握すべき挙動であり新規情報のためMERGE。
input-0138,input-0138,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,435,440,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.1 sendSyncTestData の配置規則,6,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,同期応答メッセージ送信のテストデータファイル配置パス（`sendSyncTestData/{requestId}/message`）と、ExcelのMESSAGE識別子・YAMLのmessages.idそれぞれでの記述方法を説明。batch-01〜07いずれにも該当節が無いメッセージングテストデータ記法の新規情報のためMERGE。
input-0139,input-0139,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,442,475,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.2 FW 制御ヘッダフィールド,34,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,fw_headerマップ（messagesでのみ使用）の適用範囲、フィールド名がプロジェクトごとに異なる旨、Excel（no行より前の名前｜値形式）とYAML（fw_header:マップ）の記法対比、コード例を説明。既存解説書・batch01-07いずれにも同内容の記法節は無く新規情報のためMERGE。「SystemRepositoryのreader.fwHeaderfieldsキーでプロジェクトが任意の名前に変更できる」という1文（3行程度）はsplit-plan.mdのcurrent-0066/0106で第2部（リクエスト単体テストの設定）に切り出し済みの同種プロパティ設定と同型の内容だが、本セクション全体（記法説明が主）の中の付随言及にとどまるため分割せずMERGE（要確認・分割候補）。
input-0140,input-0140,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,477,480,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.3 HEADER / BODY MESSAGES の構造と件数制約,4,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,EXPECTED_REQUEST_HEADER_MESSAGESとEXPECTED_REQUEST_BODY_MESSAGESのエントリ数一致制約、HTTP同期応答メッセージの各データエントリの文字列長一致制約を説明。新規情報のためMERGE。
input-0141,input-0141,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc.md,482,493,NTF テストデータ リファレンス > 7. メッセージングテストデータ > 7.4 no 行（フィールド名称行）と errorMode,12,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,電文の行構造（no行以降のフィールド名称行・データ型行・フィールド長行・データ行）のExcel/YAML対比と、errorMode（response系・MockMessaging経路限定でtimeout/msgExceptionをシミュレートする値）の挙動、RequestTestingSendSyncSupport経路では使用されない旨を説明。利用者が観測できる送受信エラーのシミュレーション方法であり新規情報のためMERGE。
