mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
current-0263,current-0263,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,1,2,(冒頭),2,user,,,,DROP,`.. _ntf_junit5_extension:`という内部参照ラベルのみで地の文を持たない。判断ルール3によりDROP。
current-0264,current-0264,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,6,10,JUnit 5用拡張機能 > (L1直下),5,user,,,,DROP,.. contents:: 目次 のTOCディレクティブのみで実体的な記述を持たない。判断ルール3によりDROP。
current-0265,current-0265,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,14,22,JUnit 5用拡張機能 > 概要,9,user,第2部 導入と設定,標準の使い方,機能概要,MOVE,JUnit 5で書かれたテストの中で自動テストフレームワークを使用するための拡張機能であり、パラメータ化テスト等のJUnit 5の機能と組み合わせて使えるという概要。既存のJUnit4テストはJUnit Vintage（:ref:`run_ntf_on_junit5_with_vintage_engine`。batch-03のcurrent-0178に対応）で引き続き動く旨のtipを含むが内容は再掲せず参照するのみで重複しない。design.mdの機能概要「全体像」に該当するためMOVE。
current-0266,current-0266,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,26,33,JUnit 5用拡張機能 > 前提条件,8,user,第2部 導入と設定,標準の使い方,機能概要,MERGE,JUnit 5使用にはmaven-surefire-plugin 2.22.0以上が必要という前提条件と、本ページはJUnit 5自体の導入方法・テストケース作成方法などの基礎知識を前提とし公式ユーザガイドを参照する旨。maven-surefire-pluginの条件はbatch-03のcurrent-0179（JUnit Vintage利用時の前提条件）と同一事実で重複するが、基礎知識前提・公式ガイド参照は新規情報のため、判断ルール5によりセクション全体を機能概要へMERGE（分割しない）。
current-0267,current-0267,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,37,47,JUnit 5用拡張機能 > モジュール一覧,11,user,第2部 導入と設定,標準の使い方,使用方法,MOVE,拡張機能を使うために必要なnablarch-testing-junit5モジュールのpom.xml依存関係定義。batch-03のcurrent-0180（JUnit Vintage用のjunit-jupiter/junit-vintage-engine依存関係）とは対象アーティファクトが異なり重複しない。#6でdesign.md §2「モジュール一覧の集約」に従い第1部稼動環境へ一時的にMOVEしていたが、2026-08-05 ユーザーフィードバック「詳細は参照なので、依存関係の生データは全体像ページに不要では？リンク先に書くべきでは」を受けて元のJUnit 5用拡張機能ページ使用方法へ差し戻した（design.md §2改訂）。
current-0268,current-0268,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,51,97,JUnit 5用拡張機能 > 基本的な使い方,47,user,第2部 導入と設定,標準の使い方,使用方法,MOVE,自動テストフレームワークが提供するクラス（例:TestSupport）ごとにExtensionクラスと合成アノテーションが用意されており、合成アノテーションをテストクラスに設定しインスタンスフィールドを宣言するだけで拡張機能がインスタンスを生成・注入する仕組みと、@NablarchTestを使った実装例、注入対象フィールドがnullでない場合はエラー終了する旨のwarningを記載。拡張機能の中核的な使用方法としてMOVE。
current-0269,current-0269,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,101,144,JUnit 5用拡張機能 > Extension クラスと合成アノテーションの一覧 > (L2直下),44,user,第2部 導入と設定,標準の使い方,使用方法,MOVE,拡張機能が提供する全Extensionクラスと合成アノテーションを、対応する自動テストフレームワーククラス（TestSupport、BatchRequestTestSupport等11クラス）ごとに一覧化した表。design.mdの機能概要「主なクラスとリソース」（名称・役割の表）に該当するためMOVE。 [#5d STEP7是正] 旧: 機能概要→新: 使用方法。check_intro_section_splitのERROR検出により是正（2026-07-28）。steering.md #5 Stepsのルール「(L2直下)行は同じ親を持つ配下セクションと同じdest_sectionに置く」を適用。同階層行current-0270（BasicHttpRequestTestの使い方の補足、使用方法）のみが同一L2配下の他行であり、dest_sectionが1つに定まるためそれに合わせた。
current-0270,current-0270,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,147,168,JUnit 5用拡張機能 > Extension クラスと合成アノテーションの一覧 > BasicHttpRequestTest の使い方の補足,22,user,第2部 導入と設定,標準の使い方,使用方法,MOVE,BasicHttpRequestTestTemplateのみ合成アノテーション（BasicHttpRequestTest）にbaseUriパラメータの指定が必要という個別設定の補足と実装例。使用方法の個別設定手順としてMOVE。
current-0271,current-0271,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,172,183,JUnit 5用拡張機能 > 独自の拡張を加える > (L2直下),12,user,第2部 導入と設定,標準の使い方,拡張例,MOVE,自動テストフレームワークが提供するクラスを継承して独自拡張を加える場合の対応手順の概要（3ステップ）と、既存のJUnit4向け独自拡張クラスにも適用できる旨のtip。判断ルール1により後続の具体的な拡張手順（current-0272〜0277）と同じ拡張例へMOVE。
current-0272,current-0272,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,186,207,JUnit 5用拡張機能 > 独自の拡張を加える > 独自拡張クラスを作成する,22,user,第2部 導入と設定,標準の使い方,拡張例,MOVE,独自拡張クラスを作成する手順（TestSupportを継承しテストクラスのClassインスタンスを受け取るコンストラクタを実装する例）。拡張例の手順1としてMOVE。
current-0273,current-0273,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,210,234,JUnit 5用拡張機能 > 独自の拡張を加える > 独自拡張用のExtensionを作成する,25,user,第2部 導入と設定,標準の使い方,拡張例,MOVE,拡張元クラスに対応するExtensionクラスを継承した独自拡張用Extensionの作成手順（createSupport()をオーバーライドする実装例）。拡張例の手順2としてMOVE。
current-0274,current-0274,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,237,258,JUnit 5用拡張機能 > 独自の拡張を加える > ExtendWithでテストクラスに適用する,22,user,第2部 導入と設定,標準の使い方,拡張例,MOVE,作成した独自拡張用ExtensionをExtendWithアノテーションでテストクラスに適用する手順と実装例。拡張例の手順3としてMOVE。
current-0275,current-0275,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,261,342,JUnit 5用拡張機能 > 独自の拡張を加える > BasicHttpRequestTestTemplateを拡張する場合はアノテーションも作成する,82,user,第2部 導入と設定,標準の使い方,拡張例,MOVE,BasicHttpRequestTestTemplateを拡張する場合はbaseUriを連携するための独自アノテーションも作成する必要がある旨と、独自拡張クラス・独自アノテーション・独自Extensionの3段階の実装例。BasicHttpRequestTestTemplate拡張時に固有の追加手順として拡張例へMOVE。
current-0276,current-0276,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,345,369,JUnit 5用拡張機能 > 独自の拡張を加える > 事前処理・事後処理を実装する,25,user,第2部 導入と設定,標準の使い方,拡張例,MOVE,独自拡張用Extensionでbeforeall・beforeEach・afterAll・afterEachをオーバーライドして事前・事後処理を実装する方法と、必ず親クラスの同メソッドを呼び出す必要がある旨の実装例。拡張例の手順としてMOVE。
current-0277,current-0277,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,372,423,JUnit 5用拡張機能 > 独自の拡張を加える > JUnit 4のTestRuleを再現する,52,user,第2部 導入と設定,標準の使い方,拡張例,MOVE,JUnit 4のTestRuleを使用した既存の独自拡張クラスを本拡張機能に移植する方法（resolveTestRules()をオーバーライドし親クラスの結果をベースにしたリストへ追加する実装例）。拡張例の手順としてMOVE。
current-0278,current-0278,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/JUnit5_Extension.rst,427,455,JUnit 5用拡張機能 > RegisterExtensionで使用する,29,user,第2部 導入と設定,標準の使い方,使用方法,MOVE,本拡張機能が提供するExtensionをRegisterExtensionで手続き的に登録して使用する方法と、staticフィールドで使用しないとbeforeAll等が実行されない旨の注意、実装例。独自拡張の作成手順ではなく標準Extensionの代替的な使用方法であり、また見出しレベルも「独自の拡張を加える」とは別の並列H2見出しのため使用方法へMOVE。
current-0060,current-0060,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/fileupload.rst,4,13,リクエスト単体テストの実施方法(ファイルアップロード) > (L1直下),10,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,機能概要,MOVE,"ファイルアップロードのテストはウェブアプリケーションのテストの一種であり、ウェブアプリケーションのテスト（:doc:`index`）が前提となる旨、HTTPリクエストパラメータにアップロードファイルを指定する方法を解説するという本ページの範囲を示す導入文（L1直下）。design.mdの機能概要「このページで何ができるようになるか」に該当するためMOVE。子セクション（current-0061〜0063）はテストデータの書き方・使用方法に分かれるが、本文は範囲説明という独自の内容を持つため機能概要として扱う。 [セクション境界] 本行は導入文であり、後続の本体行（current-0061, current-0062, current-0063）はdest_section=使用方法に置かれている。ページ作成時、導入文と本体の接続をページ内で再構成すること（design.md §8「出典の文面をそのまま流用しない」の範囲で対応可能）。"
current-0061,current-0061,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/fileupload.rst,16,28,リクエスト単体テストの実施方法(ファイルアップロード) > アップロードファイルの記述方法,13,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,HTTPリクエストパラメータの値に`${attach:ファイルパス}`と記述することでアップロードファイルを指定できるという記法と、ファイルパスはテスト実行時のカレントディレクトリ（プロジェクトルート）からの相対パスで記述するというtip。判断ルール2の純粋なテストデータ記法説明に該当し、テストデータの書き方ページへMOVE。
current-0062,current-0062,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/fileupload.rst,31,60,リクエスト単体テストの実施方法(ファイルアップロード) > バイナリファイルの場合,30,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,使用方法,MOVE,画像等バイナリファイルをアップロードする場合は事前にファイルを配置してそのパスを指定するという振る舞い（固定長・CSVファイルの場合との対比）と、test/resources/imagesディレクトリのpicture.pngを指定するrequestParams（LIST_MAP）の具体例。判断ルール6によりファイルアップロード固有の手順としてリクエスト単体テスト（ウェブアプリケーション）の使用方法へMOVE。
current-0063,current-0063,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/fileupload.rst,63,112,リクエスト単体テストの実施方法(ファイルアップロード) > 固定長ファイル、CSVファイルの場合,50,user,第3部 テストの実装方法,リクエスト単体テスト（ウェブアプリケーション）,使用方法,MOVE,固定長ファイル・CSVファイルをアップロードする場合は、ファイル自体を配置するのではなくテストデータシートに内容を記載しテスト実行時に自動テストフレームワークがファイルを生成するという振る舞い（バイナリファイルの場合との対比）と、member_list.csvを生成するrequestParams・SETUP_FIXEDディレクティブ・データの具体例。固定長ファイル自体の記法仕様は:ref:`固定長ファイル<how_to_setup_fixed_length_file>`等へ委譲しており本文はファイルアップロード固有の使用方法のため、判断ルール6によりリクエスト単体テスト（ウェブアプリケーション）の使用方法へMOVE。
