mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
input-0098,input-0098,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,2,15,NTF テストデータ解説書 — testShots カラム一覧 > (L1直下),14,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,"「処理方式ごとのtestShotsカラムを引くためのリファレンス。どの処理方式でもtestShotsはLIST_MAPとして記述する」という文書全体の導入文とTOC。子セクションの宛先はテストデータの書き方／テストデータの記載例／DROPに分かれるが、testShotsがLIST_MAPで記述される点を全処理方式共通で明示する一文は書き方ページの導入として独自の価値があるため、判断ルール1によりテストデータの書き方（記法仕様の集約先）へMERGE。TOC自体はナビゲーションのため実体なし。"
input-0099,input-0099,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,17,43,NTF テストデータ解説書 — testShots カラム一覧 > 全体像,27,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,testShotsの1行=1テストケースという構造、必須／オプションカラムと別セクション参照（groupId・LIST_MAP名）の関係を示すmermaid図、および処理方式ごとの対応クラス表（HttpRequestTestSupport／BatchRequestTestSupport／MessagingRequestTestSupport／EntityTestSupport）。現行解説書は処理方式ごとのファイルに分散しており、4処理方式を横断した対応表は新規情報のためテストデータの書き方ページへMERGE。
input-0100,input-0100,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,45,59,NTF テストデータ解説書 — testShots カラム一覧 > 共通カラム,15,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,ウェブ・バッチ・メッセージングで共通のno／description／expectedStatusCodeカラムの説明。noとdescriptionはbatch-01のcurrent-0081、expectedStatusCode等はinput-0019/0020（batch-10）で処理方式別に既出だが、「descriptionは旧名caseも可」「no・descriptionが未定義の場合はエラーになる」という挙動はいずれのソースにもなく新規情報のためMERGE。
input-0101,input-0101,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,63,71,NTF テストデータ解説書 — testShots カラム一覧 > ウェブアプリケーション（HttpRequestTestSupport） > 必須カラム,9,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,isValidToken／forwardUri／contextのウェブアプリケーション向け必須カラム。batch-01のcurrent-0081（isValidToken／forwardUri）・current-0082（context＝ユーザ情報）と対象は重複するが、「isValidTokenはBoolean.parseBooleanで評価されfalse・空欄・1はトークンなし」「contextのREQUEST_IDが空の場合は例外がスロー」という挙動の精細化は現行解説書にない新規情報のためMERGE。
input-0102,input-0102,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,73,93,NTF テストデータ解説書 — testShots カラム一覧 > ウェブアプリケーション（HttpRequestTestSupport） > オプションカラム,21,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,setUpDb／setUpTable／expectedTable／expectedSearch／expectedMessageId／requestParams／cookie／queryParams／expectedContentLength系／expectedMessage系のオプションカラムと、それぞれを空にした場合の挙動（スキップ等）の一覧。大半はbatch-01のcurrent-0080〜0085と重複するが、`responseResult`（HTTPレスポンス（リクエストスコープ）期待値のLIST_MAP名）は現行解説書・既マッピングのいずれにもない新規カラムのためMERGE。
input-0103,input-0103,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,95,137,NTF テストデータ解説書 — testShots カラム一覧 > ウェブアプリケーション（HttpRequestTestSupport） > 記述例,43,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,testShots（no／description／isValidToken／expectedStatusCode／forwardUri／context）とcontext001（REQUEST_ID／USER_ID／HTTP_METHOD）のExcel表とYAML（list_maps）の対比による具体的な記述例。design.mdの「テストデータの記載例」ページ（用途別実例をExcelとYAMLの対比で示す）に合致する具体例であり、同種の記載例が既マッピングにないためMERGE。
input-0104,input-0104,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,141,149,NTF テストデータ解説書 — testShots カラム一覧 > バッチ処理（BatchRequestTestSupport） > 必須カラム,9,user,,,,DROP,diConfig／requestPath／userIdのバッチ処理向け必須カラム。batch-10のinput-0019（ntf-doc-terms.mdのtestShotsカラム一覧（バッチ処理）、no/description/expectedStatusCode/diConfig/requestPath/userId/setUpTable/setUpFile/expectedTable/expectedFile/expectedLog/args[n]の12カラムを既にテストデータの書き方へMOVE済み）と完全に重複し新規情報がないためDROP。
input-0105,input-0105,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,151,162,NTF テストデータ解説書 — testShots カラム一覧 > バッチ処理（BatchRequestTestSupport） > オプションカラム,12,user,,,,DROP,setUpDb／setUpTable／expectedTable／setUpFile／expectedFile／expectedLog／args[n]／その他任意カラムのバッチ処理向けオプションカラム。setUpDbはbatch-01のcurrent-0080、残りはinput-0019（batch-10）が既にカバー済みで、「その他任意カラムはコマンドラインオプション」という一般的な補足のみで新規の固有カラムを含まないためDROP。
input-0106,input-0106,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,164,198,NTF テストデータ解説書 — testShots カラム一覧 > バッチ処理（BatchRequestTestSupport） > 記述例,35,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,testShots（diConfig=BatchSample.xml／requestPath／userId／setUpFile）のExcel表とYAMLの対比によるバッチ処理向け具体例。input-0019（batch-10）はカラム一覧のみでExcel／YAMLの対比実例を含まず、記載例としては新規のためテストデータの記載例ページへMERGE。
input-0107,input-0107,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,202,210,NTF テストデータ解説書 — testShots カラム一覧 > メッセージング（MessagingRequestTestSupport） > 必須カラム,9,user,,,,DROP,diConfig／requestPath／userIdのメッセージング処理向け必須カラム。batch-10のinput-0020（ntf-doc-terms.mdのtestShotsカラム一覧（メッセージング受信）、no/description/expectedStatusCode/diConfig/requestPath/userId/setUpTable/expectedTable/expectedLogの9カラムを既にテストデータの書き方へMOVE済み）と完全に重複し新規情報がないためDROP。
input-0108,input-0108,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,212,221,NTF テストデータ解説書 — testShots カラム一覧 > メッセージング（MessagingRequestTestSupport） > オプションカラム,10,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,setUpDb／setUpTable／expectedTable／expectedMessage／responseMessage／expectedLogのメッセージング処理向けオプションカラム。setUpTable／expectedTable／expectedLogはinput-0020（batch-10）と重複するが、`expectedMessage`（期待する要求電文のgroupId）・`responseMessage`（返却する応答電文のgroupId）はinput-0020の9カラムに含まれない新規カラムであり、メッセージング処理方式の電文検証に不可欠な情報のためMERGE。
input-0109,input-0109,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,223,250,NTF テストデータ解説書 — testShots カラム一覧 > メッセージング（MessagingRequestTestSupport） > 記述例,28,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,testShots（diConfig／requestPath／userId／expectedMessage／responseMessage）のExcel表とYAMLの対比によるメッセージング処理向け具体例。input-0020（batch-10）はカラム一覧のみで実例を含まず、記載例としては新規のためテストデータの記載例ページへMERGE。
input-0110,input-0110,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,252,254,NTF テストデータ解説書 — testShots カラム一覧 > エンティティバリデーション（EntityTestSupport） > (L2直下),3,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,「共通カラムとは別体系。no／description／expectedStatusCodeは使わない」という導入文（L2直下）。エンティティバリデーションは現行解説書・既マッピングのいずれにも存在しない新規のtestShotsカラム体系（glossary.md §5.8で本ファイル252行が用語の出典として引用済み）。子セクションの大半（必須カラム・関連予約ID）がテストデータの書き方へ向かうため、判断ルール1により同じdest_sectionへMERGE。
input-0111,input-0111,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,256,262,NTF テストデータ解説書 — testShots カラム一覧 > エンティティバリデーション（EntityTestSupport） > 必須カラム,7,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,title／expectedMessageId1／propertyName1（連番で複数追加可能）のエンティティバリデーション向け必須カラム。現行解説書・既マッピングに対応するtestShots体系がなく完全に新規情報のためMERGE。
input-0112,input-0112,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,264,268,NTF テストデータ解説書 — testShots カラム一覧 > エンティティバリデーション（EntityTestSupport） > 関連予約 ID,5,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MERGE,`params`（入力パラメータ定義、testShotsの行数と一致が必須）という予約IDの説明。エンティティバリデーション固有の新規情報のためテストデータの書き方ページへMERGE。
input-0113,input-0113,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-testshots.md,270,287,NTF テストデータ解説書 — testShots カラム一覧 > エンティティバリデーション（EntityTestSupport） > 記述例,18,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,testShots（title／expectedMessageId1／propertyName1）のExcel表とYAMLの対比によるエンティティバリデーション向け具体例。新規のテストデータ体系の実例のためテストデータの記載例ページへMERGE。
current-0064,current-0064,current,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_real.rst,4,8,リクエスト単体テストの実施方法（HTTP同期応答メッセージ受信処理） > (L1直下),5,user,第3部 テストの実装方法,リクエスト単体テスト（HTTPメッセージング）,使用方法,REFERENCE,「リクエスト単体テストの実施方法は:ref:`real_request_test`を参照すること。本項では同ページと記述方法が異なる箇所を解説する」という導入文。batch-04のcurrent-0135／0136（応答不要メッセージ受信・送信処理は同期応答メッセージ受信・送信処理と同じ旨を参照させる導線のみの節）と同型のパターンでREFERENCEとし、宛先はHTTPメッセージング処理方式のリクエスト単体テストページの使用方法へ。
