mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
input-0047,input-0047,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,200,202,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > (L2直下),3,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,6.4可変長ファイルの導入文（L2直下）。「CSV形式の顧客データファイルを入力として使うケース。フィールド区切り文字をディレクティブで指定します。」という1文のみ。判断ルール2により後続のExcel／YAML例（input-0048〜0051）と同じdest_sectionへMERGE。
input-0048,input-0048,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,204,212,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > Excel,9,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,6.4可変長ファイルのExcel記述例。SETUP_VARIABLE=input/data.csvの識別子とfield-separatorディレクティブ（カンマ）、DATAレコード（USER_ID/USER_NAME/AMOUNT、半角/全角/半角）とデータ2行（001 山田太郎 5000／002 鈴木花子 3000）の表。input-0049のYAML例と対をなす記載例としてMERGE。
input-0049,input-0049,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,214,245,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > YAML,32,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,"input-0048と対をなすYAML記述例（setup_files:のpath/type: variable/directives field-separator/records DATAのfields・rows）。続けて「固定長との差異はtype: fixed／type: variableとlengthの有無だけ」という補足と、H4小見出し「クォート付きフィールド（カンマを含む値）の扱い」でquoting-delimiterディレクティブ未指定時のエラー例（number of input fields was invalid...）と対応方法（quoting-delimiter: ""\""""の追加）を説明する文章を含む。この小見出し以下は次のinput-0050/0051の記載例（quoting-delimiter付き）の前置き解説であり、同一L3セクション（YAML）の本文としてまとめてMERGE。"
input-0050,input-0050,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,247,255,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > Excel,9,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,"quoting-delimiter使用時のExcel記述例。EXPECTED_VARIABLE=output/data.csvの識別子、field-separatorとquoting-delimiter（""）のディレクティブ、DATAレコード（USER_ID/NOTE/AMOUNT、いずれも半角）とカンマを含む値をダブルクォートで囲んだデータ行（001 ""hello, world"" 5000）の表。input-0051のYAML例と対をなす記載例としてMERGE。"
input-0051,input-0051,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,257,283,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > YAML,27,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,"input-0050と対をなすYAML記述例（expected_files:のfield-separator/quoting-delimiterディレクティブ、DATAのfields・rowsでダブルクォートを\""\""と二重エスケープした値）。続けて「quoting-delimiterに指定できるのは1文字のみ」「クォート内のダブルクォートは""""と二重に書いてエスケープする（RFC 4180準拠）」という記法上の補足箇条書きと、「> **根拠**: VariableLengthDataRecordFormatterがquoting-delimiterディレクティブを持ち、VariableLengthDirective.VALUESにも含まれているため...（VariableLengthFileParser.isDirective()でVALUES.containsKey(key)により認識される）」という、NTF内部クラス名を挙げてディレクティブの正当性を裏付ける引用ブロックを含む。この引用は内部実装クラスの参照だが、本セクションの主要部分（YAML記載例と記法補足）は利用者向けの記載例であり、マッピング粒度（L3相当）としてセクション全体をMERGEする。「根拠」引用部分はページ執筆時に転記要否を判断する必要がある。"
input-0052,input-0052,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,285,287,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.5 複数レコードレイアウト > (L2直下),3,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,6.5複数レコードレイアウトの導入文（L2直下）。「1ファイルにHEADERレコードとDATAレコードが混在する振込依頼ファイルを扱うケース。」という1文のみ。判断ルール2により後続のExcel／YAML例（input-0053・0054）と同じdest_sectionへMERGE。
input-0053,input-0053,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,289,302,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.5 複数レコードレイアウト > Excel,14,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,複数レコードレイアウトのExcel記述例。SETUP_FIXED=input/multi.datの識別子、HEADERレコード（SEQ/TYPE、X型、4/2桁、値H001/01）とDATAレコード（USER_ID/AMOUNT/NOTE、X/Z/N型、10/10/20桁、値001/5000/備考）の2レコード種別を1セクション内に続けて記載した表と、「同一セクション内でレコード種別+フィールド名称行を続けて書くと、複数レコードレイアウトになります。」という補足。input-0054のYAML例と対をなす記載例としてMERGE。
input-0054,input-0054,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,304,330,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.5 複数レコードレイアウト > YAML,27,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,input-0053と対をなすYAML記述例（setup_files:のtype: fixed、records:配列にHEADER/DATAの2レコードレイアウトをfields・rows付きで並べる構成）と、「records:配列に複数のレコードレイアウトを並べます。」という補足。MERGE。
input-0055,input-0055,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,332,334,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.6 空ファイル > (L2直下),3,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,6.6空ファイルの導入文（L2直下）。「出力ファイルがゼロ件のときに0バイトの空ファイルを生成することを確認するケース。」という1文のみ。判断ルール2により後続のExcel／YAML例（input-0056・0057）と同じdest_sectionへMERGE。
input-0056,input-0056,input,.rn/20260724-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md,336,342,NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.6 空ファイル > Excel,7,user,第3部 テストの実装方法,テストデータの記載例,使用方法,MERGE,空ファイルのExcel記述例。SETUP_FIXED=input/empty.datの識別子とtext-encoding（MS932）ディレクティブのみの表と、「ディレクティブ行のみ記述してレコード定義以降を省略します。」という補足。input-0057のYAML例と対をなす記載例としてMERGE。
